Tweet Id,Tweet text,Company,timestamp,,,Text Blob,,Vader,,,,Clips pattern,,,
1068388917462920000,daredevil is the best thing in the mcu of course it got canceled UNAMUSED FACE a low-budget tv-show makes the million-dolla...,netflix,30-11-2018 06:19,30-11-2018 01:19,30-11-2018 11:49,1,0.3,0,0.759,0.241,0.6908,1,0.3,,
1068389208669110000,rt : a six-part dog-umentary series that will make you laugh cry and hug the nearest dog watch dogs now on netflix netflix...,netflix,30-11-2018 06:20,30-11-2018 01:20,30-11-2018 11:50,0.3,0.1,0.112,0.647,0.241,0.5574,0.3,0.1,,
1068389440257690000,sad to hear daredevil will not return for a forth season hopefully jessica jones will get a rd season daredevil...,netflix,30-11-2018 06:21,30-11-2018 01:21,30-11-2018 11:51,-0.5,1,0.139,0.673,0.188,0.0258,-0.5,1,,
1068389478811650000,why did netflix cancel daredevil??? daredevil netflix disney marvel,netflix,30-11-2018 06:21,30-11-2018 01:21,30-11-2018 11:51,0,0,0.15,0.375,0.475,0.5171,0,0,,
1068439798166150000,kodi addons can turn any streaming web site into a netflix-style experience no popups no ads no malware...,netflix,30-11-2018 09:41,30-11-2018 04:41,30-11-2018 15:11,0,0,0.32,0.68,0,-0.6808,0,0,,
1068439936636870000,one time i just said i was bored while outside working and then out of the woods a deer came very close to me as s...,netflix,30-11-2018 09:41,30-11-2018 04:41,30-11-2018 15:11,-0.1,0.45,0.087,0.913,0,-0.2732,-0.1,0.45,,
1068439966299020000,was quite impressed by daredevil not a regular marvel fan but you a...,netflix,30-11-2018 09:41,30-11-2018 04:41,30-11-2018 15:11,0.5,0.538461538,0.214,0.543,0.243,0.1107,0.5,0.538461538,,
1068440010842610000,i love this smile so so much LOUDLY CRYING FACE paulwesley tellmeastory eddielongo thevampirediaries theoriginals...,netflix,30-11-2018 09:42,30-11-2018 04:42,30-11-2018 15:12,0.2,0.433333333,0.188,0.505,0.307,0.3825,0.2,0.433333333,,
1068440029771360000,rt : everyone looking at netflix's jessica jones  waiting for it to get cancelled after next season,netflix,30-11-2018 09:42,30-11-2018 04:42,30-11-2018 15:12,0,0,0.118,0.882,0,-0.25,0,0,,
1068440070749740000,another fallen superhero so sad the netflix-marvel-verse was the best in the genre some of them even rivaled the...,netflix,30-11-2018 09:42,30-11-2018 04:42,30-11-2018 15:12,0.25,0.65,0.226,0.613,0.161,-0.1761,0.25,0.65,,
1068441359005050000,speaking of which have you ever googled yourself? i always find it creepy when you find the obituary pages of peop...,netflix,30-11-2018 09:47,30-11-2018 04:47,30-11-2018 15:17,-0.5,1,0,1,0,0,-0.5,1,,
1068441364004770000,just cancel jessicajones and thepunisher before the new season airs! i know you want to netflix,netflix,30-11-2018 09:47,30-11-2018 04:47,30-11-2018 15:17,0.170454545,0.454545455,0.138,0.784,0.078,-0.2481,0.170454545,0.454545455,,
1068441406753180000,netflix continuing the marvel blood bath as daredevil is cancelled a moment of silence for the devil of...,netflix,30-11-2018 09:47,30-11-2018 04:47,30-11-2018 15:17,0,0,0.27,0.549,0.181,-0.4767,0,0,,
1068441424478140000,louis i think i've seen a post like yours a least five times tonight i've never seen the show but i usually don'...,netflix,30-11-2018 09:47,30-11-2018 04:47,30-11-2018 15:17,-0.275,0.325,0,0.911,0.089,0.1901,-0.275,0.325,,
1068441436452990000,rt : from instastory love ada style peakyblinders tommyshelby cillianmurphy arthurshelby finnshel...,netflix,30-11-2018 09:47,30-11-2018 04:47,30-11-2018 15:17,0.5,0.6,0,0.704,0.296,0.6369,0.5,0.6,,
1068441561929780000,alexis denisof da buffy (e how i met your mother) entra nel cast di chilling adventures of sabrina...,netflix,30-11-2018 09:48,30-11-2018 04:48,30-11-2018 15:18,-0.5,0.9,0.059,0.811,0.13,0.3182,-0.5,0.9,,
1068443218663080000,rt : if you googled the ingredients in a lush bath bomb then you'd probably 'swipe left' (and they'll never disclose what's hidd...,netflix,30-11-2018 09:54,30-11-2018 04:54,30-11-2018 15:24,0.05,0.15,0.138,0.862,0,-0.4939,0.05,0.15,,
1068443292591890000,rt : also with daredevil cancelled it's pretty clear that a) netflix hates SMILING FACE WITH SUNGLASSESdisney's guts and b) feel they're a genuine t...,netflix,30-11-2018 09:55,30-11-2018 04:55,30-11-2018 15:25,0.25,0.627777778,0.149,0.516,0.335,0.7297,0.25,0.627777778,,
1068443304616810000,one of my friends while we were waiting to go on stage to do a show said they just found out my real last name an...,netflix,30-11-2018 09:55,30-11-2018 04:55,30-11-2018 15:25,0,0.1,0,0.886,0.114,0.4767,0,0.1,,
1068443324628060000,rt : i love bingeing strangerthings too - but let's remember netflix receives special treatment to avoid paying canadian...,netflix,30-11-2018 09:55,30-11-2018 04:55,30-11-2018 15:25,0.428571429,0.585714286,0.128,0.592,0.28,0.5187,0.428571429,0.585714286,,
1068443327748580000,rt : netflix looking at the punisher me: stay back! back i say demon! thepunisher daredevil netflix,netflix,30-11-2018 09:55,30-11-2018 04:55,30-11-2018 15:25,0,0,0,0.87,0.13,0.2695,0,0,,
1068448521915960000,yeah i liked it a lot just watched a decent video on youtube about the netflix marvel universe:,netflix,30-11-2018 10:15,30-11-2018 05:15,30-11-2018 15:45,0.383333333,0.733333333,0,0.606,0.394,0.7783,0.383333333,0.733333333,,
1068448730179740000,rt : i'm sure there's some business move behind the scenes that makes sense to netflix it stings though bad daredevil netfli...,netflix,30-11-2018 10:16,30-11-2018 05:16,30-11-2018 15:46,-0.2,0.751851852,0.138,0.711,0.15,-0.1779,-0.2,0.751851852,,
1068448804045770000,daredevil cancelled by netflix after three seasons lukecage ironfist,netflix,30-11-2018 10:17,30-11-2018 05:17,30-11-2018 15:47,0,0,0.19,0.667,0.143,-0.128,0,0,,
1068458176285230000,rt : daredevil has officially been cancelled by netflix i don't feel so good mr netflix,netflix,30-11-2018 10:54,30-11-2018 05:54,30-11-2018 16:24,0.7,0.6,0.11,0.603,0.287,0.5009,0.7,0.6,,
1068458191472780000,so netflix canelled daredevil - wtf? the last season was soo sooo gooood and don't give me the well disney is l...,netflix,30-11-2018 10:54,30-11-2018 05:54,30-11-2018 16:24,-0.25,0.533333333,0.148,0.701,0.151,-0.235,-0.25,0.533333333,,
1068458212758670000,rt : voltron creators and netflix dropping voltronseason then running for their damn lives,netflix,30-11-2018 10:54,30-11-2018 05:54,30-11-2018 16:24,0,0,0.184,0.816,0,-0.4019,0,0,,
1068458298654030000,rt : wowie i'm too excited to share my closet cosplay of glimmer from shera on monday &gt;:-) (on instagram) sheraandtheprincessofp...,netflix,30-11-2018 10:54,30-11-2018 05:54,30-11-2018 16:24,0.4375,0.875,0,0.796,0.204,0.5574,0.4375,0.875,,
1068458388558880000,i would say this is proof enough that disney wants to have all netflix marvel characters on their own streaming ser...,netflix,30-11-2018 10:55,30-11-2018 05:55,30-11-2018 16:25,0.266666667,0.533333333,0,0.872,0.128,0.4215,0.266666667,0.533333333,,
1068458501847080000,it's very clear now that netflix's cancelation of marvel shows is the result of an issue between disney and ne...,netflix,30-11-2018 10:55,30-11-2018 05:55,30-11-2018 16:25,0.13,0.498333333,0,0.76,0.24,0.6901,0.13,0.498333333,,
1068458510629900000,now netflix cancels daredevil so basically all the marvel series that had kinda been geared to adults are canc...,netflix,30-11-2018 10:55,30-11-2018 05:55,30-11-2018 16:25,0,0,0.086,0.721,0.194,0.34,0,0,,
1068458600228560000,rt : mood after netflix has canceled one of its best shows daredevil,netflix,30-11-2018 10:55,30-11-2018 05:55,30-11-2018 16:25,1,0.3,0,0.637,0.363,0.6908,1,0.3,,
1068464943840850000,let's give this a go shall we netflix shera dreamworks,netflix,30-11-2018 11:21,30-11-2018 06:21,30-11-2018 16:51,0,0,0,1,0,0,0,0,,
1068464968691980000,finding out netflix daredevil has been cancelled wtf,netflix,30-11-2018 11:21,30-11-2018 06:21,30-11-2018 16:51,-0.5,1,0.472,0.407,0.122,-0.6486,-0.5,1,,
1068465028548960000,really netflix? you cancelled the best marvel show on tv! daredevil is too good of a show to be cancelled damn s...,netflix,30-11-2018 11:21,30-11-2018 06:21,30-11-2018 16:51,0.633333333,0.366666667,0.22,0.425,0.355,0.6667,0.633333333,0.366666667,,
1068465057724590000,fallout reddeadredemption bumpingmics netflix review,netflix,30-11-2018 11:21,30-11-2018 06:21,30-11-2018 16:51,0,0,0,1,0,0,0,0,,
1068465065052040000,today is a day at home so collage assessments and the cornetto triogly it is LOWER LEFT FOUNTAIN PEN[?] education dyslexia...,netflix,30-11-2018 11:21,30-11-2018 06:21,30-11-2018 16:51,0,0,0.134,0.866,0,-0.4466,0,0,,
1068465134954250000,rt : mood after netflix has canceled one of its best shows daredevil,netflix,30-11-2018 11:21,30-11-2018 06:21,30-11-2018 16:51,1,0.3,0,0.637,0.363,0.6908,1,0.3,,
1068465262901500000,this is total bsone of the best shows daredevil netflix,netflix,30-11-2018 11:22,30-11-2018 06:22,30-11-2018 16:52,0.5,0.525,0,0.584,0.416,0.6908,0.5,0.525,,
1068465296854400000,heartbroken by this news was one of the best shows on netflix terrible decision by ...,netflix,30-11-2018 11:22,30-11-2018 06:22,30-11-2018 16:52,0,0.65,0.301,0.528,0.171,-0.4939,0,0.65,,
1068486213655500000,rt : daredevil has officially been cancelled by netflix i don't feel so good mr netflix,netflix,30-11-2018 12:45,30-11-2018 07:45,30-11-2018 18:15,0.7,0.6,0.11,0.603,0.287,0.5009,0.7,0.6,,
1068486438222780000,anybody else completely obsessed with those sappy christmas movies on netflix or just me?,netflix,30-11-2018 12:46,30-11-2018 07:46,30-11-2018 18:16,-0.5,1,0.25,0.75,0,-0.4576,-0.5,1,,
1068486488743040000,rt : a six-part dog-umentary series that will make you laugh cry and hug the nearest dog watch dogs now on netflix netflix...,netflix,30-11-2018 12:46,30-11-2018 07:46,30-11-2018 18:16,0.3,0.1,0.112,0.647,0.241,0.5574,0.3,0.1,,
1068486533844540000,rt : welcome to the streaming room breaking down new feature films on wednesday december th on ! roma (r)...,netflix,30-11-2018 12:46,30-11-2018 07:46,30-11-2018 18:16,0.271632997,0.547811448,0,0.838,0.162,0.5093,0.271632997,0.547811448,,
1068493645052100000,i cannot believe i live in a society where agents of shield is still running while daredevil gets cancelled after ...,netflix,30-11-2018 13:15,30-11-2018 08:15,30-11-2018 18:45,0.136363636,0.5,0.103,0.821,0.077,-0.128,0.136363636,0.5,,
1068493664526090000,rt : today at pm est on thorne cross: haunted nights live! we'll be talking to terrifier actor david h thornton! list...,netflix,30-11-2018 13:15,30-11-2018 08:15,30-11-2018 18:45,0.106534091,0.25,0.162,0.838,0,-0.5696,0.106534091,0.25,,
1068493859334900000,filmed geekculture entertainment - hitting puberty? marvel netflix dd...,netflix,30-11-2018 13:16,30-11-2018 08:16,30-11-2018 18:46,0,0,0,0.517,0.483,0.6808,0,0,,
1068493893753280000,they canceled daredevil i can't believe it!xFACE WITH LOOK OF TRIUMPHxx daredevil netflix,netflix,30-11-2018 13:16,30-11-2018 08:16,30-11-2018 18:46,0,0,0,0.752,0.248,0.3164,0,0,,
1068493895921730000,rt : this new dogsonnetflix billboard in times square can't stop laughing DOG FACEHEAVY BLACK HEART[?]FACE WITH TEARS OF JOYFACE WITH TEARS OF JOYFACE WITH TEARS OF JOY dogs netflix,netflix,30-11-2018 13:16,30-11-2018 08:16,30-11-2018 18:46,0.256565657,0.362626263,0.264,0.576,0.161,-0.4777,0.256565657,0.362626263,,
1068494488530630000,holyshit bumpingmics on netflix awesome thank you dave attell left one on the table...,netflix,30-11-2018 13:18,30-11-2018 08:18,30-11-2018 18:48,0.5,0.5,0,0.645,0.355,0.765,0.5,0.5,,
1068494489331810000,rt : that would be huge alas no or shall i say not yet SMILING FACE WITH SMILING EYES netflix templeverse,netflix,30-11-2018 13:18,30-11-2018 08:18,30-11-2018 18:48,2.78E-17,0.95,0.388,0.525,0.086,-0.7932,2.78E-17,0.95,,
1068494506972960000,i think the lengthiest episodes in a season belongs to dynasty FACE WITH OPEN MOUTH AND COLD SWEATFACE WITH THERMOMETER netflix cc,netflix,30-11-2018 13:18,30-11-2018 08:18,30-11-2018 18:48,-0.3,0.75,0,1,0,0,-0.3,0.75,,
1068494539101530000,rt : daredevil has officially been cancelled by netflix i don't feel so good mr netflix,netflix,30-11-2018 13:18,30-11-2018 08:18,30-11-2018 18:48,0.7,0.6,0.11,0.603,0.287,0.5009,0.7,0.6,,
1068494620638780000,don't let these movies slip away without one more watch! netflix,netflix,30-11-2018 13:19,30-11-2018 08:19,30-11-2018 18:49,0.625,0.5,0,1,0,0,0.625,0.5,,
1068494634987460000,posted my reaction to news of daredevilcanceled by netflix on spencerkarter youtubechannel...,netflix,30-11-2018 13:19,30-11-2018 08:19,30-11-2018 18:49,0,0,0,1,0,0,0,0,,
1068494673931520000,rt : finished watching s of chinagirl i know it's technically a limited series but i would love a seaso...,netflix,30-11-2018 13:19,30-11-2018 08:19,30-11-2018 18:49,0.214285714,0.371428571,0.075,0.623,0.301,0.7469,0.214285714,0.371428571,,
1068494752834880000,just watched thecloverfieldparadox it's a good film that i really enjoyed found entertaining the visual effects...,netflix,30-11-2018 13:19,30-11-2018 08:19,30-11-2018 18:49,0.425,0.5,0,0.533,0.467,0.8643,0.425,0.5,,
1068494805884370000,rt : springsteenbroadway on /! 's memoir borntorun now! :) springsteenonbroadway netflix bruce...,netflix,30-11-2018 13:19,30-11-2018 08:19,30-11-2018 18:49,0.5,1,0,0.754,0.246,0.555,0.5,1,,
1068494814491140000,netflix even if you make a defenders it still won't be half as good as daredevil just saying!,netflix,30-11-2018 13:19,30-11-2018 08:19,30-11-2018 18:49,0.354166667,0.383333333,0,0.7,0.3,0.6114,0.354166667,0.383333333,,
1068494829229750000,rt : cowboybebop was the music video for yokokanno and the seatbelts netflix had better get this right,netflix,30-11-2018 13:19,30-11-2018 08:19,30-11-2018 18:49,0.392857143,0.517857143,0,0.847,0.153,0.4404,0.392857143,0.517857143,,
1068496745464840000,we have found a place for you called home capital county serviced furnished apartments here for you from n...,netflix,30-11-2018 13:27,30-11-2018 08:27,30-11-2018 18:57,0,0,0,1,0,0,0,0,,
1068496764095810000,rt : i adore this shot of richardmadden the wee little impish glint in his eye and cheeky smile! great guy and fabulous 'two day'...,netflix,30-11-2018 13:27,30-11-2018 08:27,30-11-2018 18:57,0.346875,0.5875,0,0.578,0.422,0.9312,0.346875,0.5875,,
1068496897839680000,rt : thursdaythoughts ~thanks to for rting that last gif y'all get one more and that's how it works at my twitterpar...,netflix,30-11-2018 13:28,30-11-2018 08:28,30-11-2018 18:58,0.233333333,0.255555556,0,1,0,0,0.233333333,0.255555556,,
1068496955104360000,rt : just finished watching fisforfamily season !!! had so much fun!!!! all i have to say now is bring us season soon!!!...,netflix,30-11-2018 13:28,30-11-2018 08:28,30-11-2018 18:58,1,0.2,0,1,0,0,1,0.2,,
1068496993838860000,rt : netflix announces that daredevil has been cancelled me:,netflix,30-11-2018 13:28,30-11-2018 08:28,30-11-2018 18:58,0,0,0.19,0.667,0.143,-0.128,0,0,,
1068497014579710000,the elite vpn - open iptv/geolocked immediately day test run (no debit/credit cards needed) :...,netflix,30-11-2018 13:28,30-11-2018 08:28,30-11-2018 18:58,0,0.5,0,1,0,0,0,0.5,,
1068497015125020000,rt : reading all the responses so far netflix reboot is a popular suggestion got my vote just have to work on the other a...,netflix,30-11-2018 13:28,30-11-2018 08:28,30-11-2018 18:58,0.191666667,0.758333333,0,0.887,0.113,0.4215,0.191666667,0.758333333,,
1068497214757100000,rt : mood after netflix has canceled one of its best shows daredevil,netflix,30-11-2018 13:29,30-11-2018 08:29,30-11-2018 18:59,1,0.3,0,0.637,0.363,0.6908,1,0.3,,
1068537985820430000,rt : daredevil has been officially cancelled at netflix after it's rd season here's hoping disneyplus continues the ser...,netflix,30-11-2018 16:11,30-11-2018 11:11,30-11-2018 21:41,0,0,0.094,0.704,0.202,0.3182,0,0,,
1068537986826910000,rt : a gritty expose of police corruption crossroads: one two jaga tells the story of money struggles and individuals finding...,netflix,30-11-2018 16:11,30-11-2018 11:11,30-11-2018 21:41,0,0.75,0.194,0.806,0,-0.4767,0,0.75,,
1068538041386570000,rt : here's the first clip from my new netflix special vir das: losing it which comes out december on ...,netflix,30-11-2018 16:11,30-11-2018 11:11,30-11-2018 21:41,0.247835498,0.453102453,0.112,0.773,0.116,0.0258,0.247835498,0.453102453,,
1068538065101060000,rt : a gritty expose of police corruption crossroads: one two jaga tells the story of money struggles and individuals finding...,netflix,30-11-2018 16:11,30-11-2018 11:11,30-11-2018 21:41,0,0.75,0.194,0.806,0,-0.4767,0,0.75,,
1068538093454670000,rt : woke up this morning like daredevil netflix marvel,netflix,30-11-2018 16:11,30-11-2018 11:11,30-11-2018 21:41,0,0,0,0.469,0.531,0.7003,0,0,,
1068538115449440000,rt : a gritty expose of police corruption crossroads: one two jaga tells the story of money struggles and individuals finding...,netflix,30-11-2018 16:11,30-11-2018 11:11,30-11-2018 21:41,0,0.75,0.194,0.806,0,-0.4767,0,0.75,,
1068538232218870000,rt : a gritty expose of police corruption crossroads: one two jaga tells the story of money struggles and individuals finding...,netflix,30-11-2018 16:12,30-11-2018 11:12,30-11-2018 21:42,0,0.75,0.194,0.806,0,-0.4767,0,0.75,,
1068538238451600000,rt : a gritty expose of police corruption crossroads: one two jaga tells the story of money struggles and individuals finding...,netflix,30-11-2018 16:12,30-11-2018 11:12,30-11-2018 21:42,0,0.75,0.194,0.806,0,-0.4767,0,0.75,,
1068538265559410000,rt : a gritty expose of police corruption crossroads: one two jaga tells the story of money struggles and individuals finding...,netflix,30-11-2018 16:12,30-11-2018 11:12,30-11-2018 21:42,0,0.75,0.194,0.806,0,-0.4767,0,0.75,,
1068538283766960000,rt : a gritty expose of police corruption crossroads: one two jaga tells the story of money struggles and individuals finding...,netflix,30-11-2018 16:12,30-11-2018 11:12,30-11-2018 21:42,0,0.75,0.194,0.806,0,-0.4767,0,0.75,,
1068561215343940000,rt : a gritty expose of police corruption crossroads: one two jaga tells the story of money struggles and individuals finding...,netflix,30-11-2018 17:43,30-11-2018 12:43,30-11-2018 23:13,0,0.75,0.194,0.806,0,-0.4767,0,0.75,,
1068561277021180000,rt : here's the first clip from my new netflix special vir das: losing it which comes out december on ...,netflix,30-11-2018 17:43,30-11-2018 12:43,30-11-2018 23:13,0.247835498,0.453102453,0.112,0.773,0.116,0.0258,0.247835498,0.453102453,,
1068561333518510000,the vpn - open iptv/geolocked streaming sites without delay day test run (no debit/credit cards required) :...,netflix,30-11-2018 17:44,30-11-2018 12:44,30-11-2018 23:14,0,0.5,0,0.884,0.116,0.2411,0,0.5,,
1068561380184380000,rt : here's the first clip from my new netflix special vir das: losing it which comes out december on ...,netflix,30-11-2018 17:44,30-11-2018 12:44,30-11-2018 23:14,0.247835498,0.453102453,0.112,0.773,0.116,0.0258,0.247835498,0.453102453,,
1068561415290540000,it's really sad when you're looking for a new tv show to watch and you've seen most of them already i need a new hobby netflix,netflix,30-11-2018 17:44,30-11-2018 12:44,30-11-2018 23:14,0.068181818,0.602272727,0.134,0.866,0,-0.5256,0.068181818,0.602272727,,
1068561416108550000,rt : avatar mib homensdepreto transformers papainoel netflix thechristimaschronicles kurtrussell judahlewis darby...,netflix,30-11-2018 17:44,30-11-2018 12:44,30-11-2018 23:14,0,0,0,1,0,0,0,0,,
1068561535063090000,rt : a gritty expose of police corruption crossroads: one two jaga tells the story of money struggles and individuals finding...,netflix,30-11-2018 17:44,30-11-2018 12:44,30-11-2018 23:14,0,0.75,0.194,0.806,0,-0.4767,0,0.75,,
1068561593527520000,rt : a gritty expose of police corruption crossroads: one two jaga tells the story of money struggles and individuals finding...,netflix,30-11-2018 17:45,30-11-2018 12:45,30-11-2018 23:15,0,0.75,0.194,0.806,0,-0.4767,0,0.75,,
1068561663840910000,rt : there's no better way to describe my character maureen! if you know you know and if not get to know her on the new ...,netflix,30-11-2018 17:45,30-11-2018 12:45,30-11-2018 23:15,-0.088068182,0.477272727,0.075,0.817,0.109,0.2481,-0.088068182,0.477272727,,
1068561679510710000,rt : a gritty expose of police corruption crossroads: one two jaga tells the story of money struggles and individuals finding...,netflix,30-11-2018 17:45,30-11-2018 12:45,30-11-2018 23:15,0,0.75,0.194,0.806,0,-0.4767,0,0.75,,
1068584505143780000,rt : a six-part dog-umentary series that will make you laugh cry and hug the nearest dog watch dogs now on netflix netflix...,netflix,30-11-2018 19:16,30-11-2018 14:16,01-12-2018 00:46,0.3,0.1,0.112,0.647,0.241,0.5574,0.3,0.1,,
1068584787487540000,rt : i love bingeing strangerthings too - but let's remember netflix receives special treatment to avoid paying canadian...,netflix,30-11-2018 19:17,30-11-2018 14:17,01-12-2018 00:47,0.428571429,0.585714286,0.128,0.592,0.28,0.5187,0.428571429,0.585714286,,
1068584794085350000,i've got my tshirt on and i'm ready to save the world anyone else want to join my team? i need a ta...,netflix,30-11-2018 19:17,30-11-2018 14:17,01-12-2018 00:47,0.2,0.5,0,0.649,0.351,0.802,0.2,0.5,,
1068584796564170000,netflix are idiots really dumb daredevilcancelled,netflix,30-11-2018 19:17,30-11-2018 14:17,01-12-2018 00:47,-0.5875,0.65,0.418,0.582,0,-0.5563,-0.5875,0.65,,
1068584812687030000,b: more like 'how hollywood is desperately trying to compete meaningfully with netflix' how hollywood is racing t...,netflix,30-11-2018 19:17,30-11-2018 14:17,01-12-2018 00:47,0.133333333,0.666666667,0.122,0.748,0.131,0.0498,0.133333333,0.666666667,,
1068584860070140000,so netflix is forced to cancel all the series on the streaming service but the shows won't continue with...,netflix,30-11-2018 19:17,30-11-2018 14:17,01-12-2018 00:47,-0.3,0.2,0.176,0.824,0,-0.3883,-0.3,0.2,,
1068607971234590000,rt : adrian had some intense moments he put being an ass on hold and expressed himself pickupvampireacademy netflix vampi...,netflix,30-11-2018 20:49,30-11-2018 15:49,01-12-2018 02:19,0.2,1,0.161,0.78,0.06,-0.4939,0.2,1,,
1068607978356370000,rt : a gritty expose of police corruption crossroads: one two jaga tells the story of money struggles and individuals finding...,netflix,30-11-2018 20:49,30-11-2018 15:49,01-12-2018 02:19,0,0.75,0.194,0.806,0,-0.4767,0,0.75,,
1068607978985710000,rt : witness the first stop-motion anime in the trailer for rilakkuma and kaoru via anime ...,netflix,30-11-2018 20:49,30-11-2018 15:49,01-12-2018 02:19,0.25,0.333333333,0,1,0,0,0.25,0.333333333,,
1068607984551510000,rt : at the age of twenty i can still say and remember with absolute clarity these books that i read at pickupvampireacad...,netflix,30-11-2018 20:49,30-11-2018 15:49,01-12-2018 02:19,0.2,0.9,0,0.876,0.124,0.4019,0.2,0.9,,
1068607995947420000,rt : unlike bella swan rose hathaway teaches girls not to pine for love to be strong to fight bullies don't take that too...,netflix,30-11-2018 20:49,30-11-2018 15:49,01-12-2018 02:19,0.511111111,0.761111111,0.086,0.664,0.249,0.7096,0.511111111,0.761111111,,
1068608020341560000,rt : his broke my heart vampireacademy had many touching moments between dimitri and rose this one though LOUDLY CRYING FACE cried for ro...,netflix,30-11-2018 20:49,30-11-2018 15:49,01-12-2018 02:19,0.35,0.6375,0.316,0.684,0,-0.8494,0.35,0.6375,,
1068608031229900000,rt : netflix pickupvampireacademy such a great couple dimitri and roza HEAVY BLACK HEART[?]SMILING FACE WITH HEART-SHAPED EYES,netflix,30-11-2018 20:49,30-11-2018 15:49,01-12-2018 02:19,0.108333333,0.545833333,0,0.785,0.215,0.6249,0.108333333,0.545833333,,
1068608043364040000,rt : netflix pickupvampireacademy if danila kozlovsky is dimitri in the series i would be very happy he ticked all the des...,netflix,30-11-2018 20:49,30-11-2018 15:49,01-12-2018 02:19,1,1,0.122,0.718,0.159,0.2333,1,1,,
1068608053673630000,rt : netflix pickupvampireacademy it's a good story of both friendship and how true love is something worth fighting for it...,netflix,30-11-2018 20:49,30-11-2018 15:49,01-12-2018 02:19,0.4625,0.4875,0.083,0.43,0.487,0.9042,0.4625,0.4875,,
1068608112842760000,this entire thread i love it the people have spoken! daredevil netflix disney,netflix,30-11-2018 20:50,30-11-2018 15:50,01-12-2018 02:20,0.3125,0.6125,0,0.625,0.375,0.7177,0.3125,0.6125,,
1068608125152950000,rt : although the movie wasn't good the books have always been great they were the beginning to my interest in the fantasy g...,netflix,30-11-2018 20:50,30-11-2018 15:50,01-12-2018 02:20,0.75,0.675,0.082,0.678,0.241,0.6902,0.225,0.675,,
1068608165225210000,please bring back the movie tengo ganas de ti !!! PERSON WITH FOLDED HANDS netflix,netflix,30-11-2018 20:50,30-11-2018 15:50,01-12-2018 02:20,0,0,0,0.815,0.185,0.4898,0,0,,
1068631031559910000,wow!!! watching bodyguard netflix,netflix,30-11-2018 22:21,30-11-2018 17:21,01-12-2018 03:51,0.1953125,1,0,0.391,0.609,0.6884,0.1953125,1,,
1068631061456960000,the elite vpn - open iptv/geolocked sites today day free test (no debit/credit cards required) visit:...,netflix,30-11-2018 22:21,30-11-2018 17:21,01-12-2018 03:51,0.2,0.65,0,0.809,0.191,0.5106,0.2,0.65,,
