Tweet Id,Tweet text,Company,timestamp,,,Text Blob,,Vader,,,,Clips pattern,,,
1068462615406370000,googlybears xEYESEYESMILING FACE WITH SUNGLASSESintelligence intelligence funny intel nationalsecurity agentsofshield,intel,30-11-2018 11:11,30-11-2018 06:11,30-11-2018 16:41,0.25,1,0,0.571,0.429,0.7184,0.25,1,,
1068462650739380000,intel received a patent for a bitcoin miner N[?] nanobank bitcoin blockchain,intel,30-11-2018 11:12,30-11-2018 06:12,30-11-2018 16:42,0,0,0,1,0,0,0,0,,
1068463594306600000,fortnite duek+aip rom | intel | !social,intel,30-11-2018 11:15,30-11-2018 06:15,30-11-2018 16:45,0.033333333,0.066666667,0,1,0,0,0.033333333,0.066666667,,
1068464864216170000,self-driving race car for $?! ok /th scale but comes with its own virtual training environment intel proc...,intel,30-11-2018 11:20,30-11-2018 06:20,30-11-2018 16:50,0.55,0.75,0,0.9,0.1,0.2244,0.55,0.75,,
1068478483834130000,told you i don't need heels throat gripped so tight that they out here paying extra bills got a car got a room and...,intel,30-11-2018 12:14,30-11-2018 07:14,30-11-2018 17:44,-0.089285714,0.192857143,0,1,0,0,-0.089285714,0.192857143,,
1068478537823380000,intel modern graphics drivers (uwd) for windows via computing intel windows,intel,30-11-2018 12:15,30-11-2018 07:15,30-11-2018 17:45,0.2,0.3,0,1,0,0,0.2,0.3,,
1068478691401970000,w: intel bxik th gen core i-k processor toys cool yourfuture,intel,30-11-2018 12:15,30-11-2018 07:15,30-11-2018 17:45,0.35,0.65,0,0.813,0.187,0.3182,0.35,0.65,,
1068478717842740000,rt : told you i don't need heels throat gripped so tight that they out here paying extra bills got a car got a room and some pills b...,intel,30-11-2018 12:15,30-11-2018 07:15,30-11-2018 17:45,-0.089285714,0.192857143,0,1,0,0,-0.089285714,0.192857143,,
1068478732564870000,rt : news intros the regnum rg tg pure black case compatible with atx motherboards graphics cards up to ...,intel,30-11-2018 12:15,30-11-2018 07:15,30-11-2018 17:45,0.023809524,0.466666667,0,1,0,0,0.023809524,0.466666667,,
1068483311432010000,intel takes a swing at one of ai's biggest challenges with ncs,intel,30-11-2018 12:34,30-11-2018 07:34,30-11-2018 18:04,0,0,0,0.885,0.115,0.0772,0,0,,
1068485026160010000,via coindesk global tech giant intel known for its widely-used computer processors has won a patent connected...,intel,30-11-2018 12:40,30-11-2018 07:40,30-11-2018 18:10,0,0.5,0,0.802,0.198,0.5719,0,0.5,,
1068485313540970000,rt : via coindesk global tech giant intel known for its widely-used computer processors has won a patent connected to i...,intel,30-11-2018 12:42,30-11-2018 07:42,30-11-2018 18:12,0,0.5,0,0.829,0.171,0.5719,0,0.5,,
1068485968678720000,american tech giant intel files new patent for energy-efficient bitcoin mining blockchain...,intel,30-11-2018 12:44,30-11-2018 07:44,30-11-2018 18:14,0.045454545,0.484848485,0,1,0,0,0.045454545,0.484848485,,
1068489287354770000,american tech giant intel files new patent for energy-efficient bitcoin mining from cointelegraph - adoption...,intel,30-11-2018 12:57,30-11-2018 07:57,30-11-2018 18:27,0.045454545,0.484848485,0,1,0,0,0.045454545,0.484848485,,
1068490985804650000,us technology giant intel has filed a new patent for energy-efficient high-performance bitcoin mining  accor...,intel,30-11-2018 13:04,30-11-2018 08:04,30-11-2018 18:34,0.068181818,0.727272727,0,1,0,0,0.068181818,0.727272727,,
1068491769967460000,american tech giant intel files new patent for energy-efficient bitcoin mining cryptomining ethereum bitcoin...,intel,30-11-2018 13:07,30-11-2018 08:07,30-11-2018 18:37,0.045454545,0.484848485,0,1,0,0,0.045454545,0.484848485,,
1068492603929370000,american tech giant intel files new patent for energy-efficient bitcoin mining instacrypto ripplenews...,intel,30-11-2018 13:11,30-11-2018 08:11,30-11-2018 18:41,0.045454545,0.484848485,0,1,0,0,0.045454545,0.484848485,,
1068492603958660000,kingminer malware targeting windows servers source: technical source:...,intel,30-11-2018 13:11,30-11-2018 08:11,30-11-2018 18:41,0,0.1,0,1,0,0,0,0.1,,
1068492620232560000,rt : american tech giant intel files new patent for energy-efficient bitcoin mining cryptomining ethereum bitcoin ex...,intel,30-11-2018 13:11,30-11-2018 08:11,30-11-2018 18:41,0.045454545,0.484848485,0,1,0,0,0.045454545,0.484848485,,
1068492925368090000,rt : kingminer malware targeting windows servers source: technical source: cyber ...,intel,30-11-2018 13:12,30-11-2018 08:12,30-11-2018 18:42,0,0.1,0,1,0,0,0,0.1,,
1068493432128240000,something seriously amidst within our branches of gov as delineated in kings english in our constitution when no...,intel,30-11-2018 13:14,30-11-2018 08:14,30-11-2018 18:44,-0.166666667,0.333333333,0.091,0.909,0,-0.1779,-0.166666667,0.333333333,,
1068493965396030000,rt : american tech giant intel files new patent for energy-efficient bitcoin mining instacrypto ripplenews cryptocu...,intel,30-11-2018 13:16,30-11-2018 08:16,30-11-2018 18:46,0.045454545,0.484848485,0,1,0,0,0.045454545,0.484848485,,
1068496872367630000,developing a strategic approach to iot arrowbandwidth talks to microsoft intel about how to grow an iot busin...,intel,30-11-2018 13:28,30-11-2018 08:28,30-11-2018 18:58,0,0,0,1,0,0,0,0,,
1068530594253020000,rt : intel filed a patent this week for a processor that claims to offer high-performance bitcoin mining in an energy-effic...,intel,30-11-2018 15:42,30-11-2018 10:42,30-11-2018 21:12,0,0,0,1,0,0,0,0,,
1068531490772810000,this just came and went just like that ! ar intel,intel,30-11-2018 15:45,30-11-2018 10:45,30-11-2018 21:15,0,0,0,0.763,0.237,0.4199,0,0,,
1068532262533300000,connect and communicate work and play with this hp x wireless mouse buy online in-store or call ...,intel,30-11-2018 15:48,30-11-2018 10:48,30-11-2018 21:18,0,0,0,0.87,0.13,0.34,0,0,,
1068534155603040000,intel lied to us! tth_tth intel i k z asrock z,intel,30-11-2018 15:56,30-11-2018 10:56,30-11-2018 21:26,0,0,0.325,0.675,0,-0.4389,0,0,,
1068536323764410000,intel patent could make bitcoin mining more efficient cryptocurrency intel,intel,30-11-2018 16:04,30-11-2018 11:04,30-11-2018 21:34,0.5,0.5,0,0.744,0.256,0.4754,0.5,0.5,,
1068537321870490000,rt : intel filed a patent this week for a processor that claims to offer high-performance bitcoin mining in an energy-effic...,intel,30-11-2018 16:08,30-11-2018 11:08,30-11-2018 21:38,0,0,0,1,0,0,0,0,,
1068537971538830000,is fear keeping the intel and analyst community from embracing ai and machinelearning?...,intel,30-11-2018 16:11,30-11-2018 11:11,30-11-2018 21:41,0,0,0.211,0.789,0,-0.4939,0,0,,
1068557139357170000,exclusive intel exec discloses discrete gpu details and strategy via intc...,intel,30-11-2018 17:27,30-11-2018 12:27,30-11-2018 22:57,0,0,0,0.87,0.13,0.128,0,0,,
1068557297469840000,emphasizes that ssci has focused on being as transparent to the american people as possible given t...,intel,30-11-2018 17:28,30-11-2018 12:28,30-11-2018 22:58,0,0.5,0,0.86,0.14,0.3818,0,0.5,,
1068557323897970000,rt : exclusive intel exec discloses discrete gpu details and strategy via intc gamin...,intel,30-11-2018 17:28,30-11-2018 12:28,30-11-2018 22:58,0,0,0,0.889,0.111,0.128,0,0,,
1068557391439040000,rt : emphasizes that ssci has focused on being as transparent to the american people as possible given the un...,intel,30-11-2018 17:28,30-11-2018 12:28,30-11-2018 22:58,0,0.5,0,0.874,0.126,0.3818,0,0.5,,
1068557606338420000,rt : emphasizes that ssci has focused on being as transparent to the american people as possible given the un...,intel,30-11-2018 17:29,30-11-2018 12:29,30-11-2018 22:59,0,0.5,0,0.874,0.126,0.3818,0,0.5,,
1068557657668180000,intel core i-k overclocked to ghz on older gen z motherboard: finnish overclocker takes the intel cor...,intel,30-11-2018 17:29,30-11-2018 12:29,30-11-2018 22:59,0.166666667,0.333333333,0,1,0,0,0.166666667,0.333333333,,
1068558791287990000,rt : exclusive intel exec discloses discrete gpu details and strategy via intc gamin...,intel,30-11-2018 17:34,30-11-2018 12:34,30-11-2018 23:04,0,0,0,0.889,0.111,0.128,0,0,,
1068559125213130000,intel exec discloses discrete gpu details and strategy gaming graphics,intel,30-11-2018 17:35,30-11-2018 12:35,30-11-2018 23:05,0,0,0,1,0,0,0,0,,
1068559791008560000,intel exec discloses discrete gpu details and strategy gaming graphics,intel,30-11-2018 17:38,30-11-2018 12:38,30-11-2018 23:08,0,0,0,1,0,0,0,0,,
1068561209224390000,rt : exclusive intel exec discloses discrete gpu details and strategy via intc gamin...,intel,30-11-2018 17:43,30-11-2018 12:43,30-11-2018 23:13,0,0,0,0.889,0.111,0.128,0,0,,
1068561308763610000,mi paso por argentina game show VIDEO GAMEBLACK HEART argentinagameshow arggameshow ags intel sony ps...,intel,30-11-2018 17:44,30-11-2018 12:44,30-11-2018 23:14,-0.4,0.4,0,1,0,0,-0.4,0.4,,
1068578162945060000,intel exec discloses discrete gpu details and strategy gaming graphics,intel,30-11-2018 18:51,30-11-2018 13:51,01-12-2018 00:21,0,0,0,1,0,0,0,0,,
1068579472801180000,rt : to no surprise intel's discrete gpu efforts will support linux gaming,intel,30-11-2018 18:56,30-11-2018 13:56,01-12-2018 00:26,0,0,0.138,0.562,0.3,0.3818,0,0,,
1068579749461720000,rt : to no surprise intel's discrete gpu efforts will support linux gaming,intel,30-11-2018 18:57,30-11-2018 13:57,01-12-2018 00:27,0,0,0.138,0.562,0.3,0.3818,0,0,,
1068580004957580000,rt : to no surprise intel's discrete gpu efforts will support linux gaming,intel,30-11-2018 18:58,30-11-2018 13:58,01-12-2018 00:28,0,0,0.138,0.562,0.3,0.3818,0,0,,
1068580950273970000,something really exciting is coming in the mail today! can't wait! intel,intel,30-11-2018 19:02,30-11-2018 14:02,01-12-2018 00:32,0.46875,0.8,0,0.73,0.27,0.6221,0.46875,0.8,,
1068581687511130000,intel wins patent for energy-efficient pow mining instaethereum cryptocurrency crypto xrp ripplenews...,intel,30-11-2018 19:05,30-11-2018 14:05,01-12-2018 00:35,0.3,0.2,0,0.748,0.252,0.5719,0.3,0.2,,
1068581920982880000,rt : exclusive intel exec discloses discrete gpu details and strategy via pcgaming ...,intel,30-11-2018 19:05,30-11-2018 14:05,01-12-2018 00:35,0,0,0,0.889,0.111,0.128,0,0,,
1068581990281150000,rt : to no surprise intel's discrete gpu efforts will support linux gaming,intel,30-11-2018 19:06,30-11-2018 14:06,01-12-2018 00:36,0,0,0.138,0.562,0.3,0.3818,0,0,,
1068582120862430000,rt : exclusive intel exec discloses discrete gpu details and strategy via intc gamin...,intel,30-11-2018 19:06,30-11-2018 14:06,01-12-2018 00:36,0,0,0,0.889,0.111,0.128,0,0,,
1068583192716820000,rt : intel wins patent for energy-efficient pow mining instaethereum cryptocurrency crypto xrp ripplenews secretcon...,intel,30-11-2018 19:11,30-11-2018 14:11,01-12-2018 00:41,0.3,0.2,0,0.778,0.222,0.5719,0.3,0.2,,
1068583263059530000,rt : new cpu came in the other day for new pc that will be built i g geekedout new pc coming to a strea...,intel,30-11-2018 19:11,30-11-2018 14:11,01-12-2018 00:41,0.071022727,0.434659091,0,1,0,0,0.071022727,0.434659091,,
1068583307720470000,askintelgpu answers are in! intel intc,intel,30-11-2018 19:11,30-11-2018 14:11,01-12-2018 00:41,0,0,0,1,0,0,0,0,,
1068584454468190000,finished my first soft tubing project this week what to y'all think?? what can i improve on next time?? what did i...,intel,30-11-2018 19:16,30-11-2018 14:16,01-12-2018 00:46,0.116666667,0.227777778,0,0.838,0.162,0.594,0.116666667,0.227777778,,
1068598239476230000,middle-earth: shadow of war walkthrough via streaming: h livestream...,intel,30-11-2018 20:10,30-11-2018 15:10,01-12-2018 01:40,0,0,0.358,0.642,0,-0.5994,0,0,,
1068598410394110000,[blog] desempaquetado intel nucibek (bean canyon) hyperx impact (ram) y samsung evo nvme (ssd)...,intel,30-11-2018 20:11,30-11-2018 15:11,01-12-2018 01:41,0,0,0,1,0,0,0,0,,
1068600054200420000,intel exec discloses discrete gpu details and strategy gaming graphics,intel,30-11-2018 20:18,30-11-2018 15:18,01-12-2018 01:48,0,0,0,1,0,0,0,0,,
1068601806543040000,intel discrete graphics team reaches out to the enthusiast community with insight on its gpu plan via ...,intel,30-11-2018 20:24,30-11-2018 15:24,01-12-2018 01:54,0,0,0,0.812,0.188,0.4019,0,0,,
1068601942014910000,intel discrete graphics team reaches out to the enthusiast community with insight on its gpu plan via,intel,30-11-2018 20:25,30-11-2018 15:25,01-12-2018 01:55,0,0,0,0.802,0.198,0.4019,0,0,,
1068602317027620000,intel discrete graphics team reaches out to the enthusiast community with insight on its gpu plan via,intel,30-11-2018 20:27,30-11-2018 15:27,01-12-2018 01:57,0,0,0,0.802,0.198,0.4019,0,0,,
1068602376930630000,white christmas dic developerart innovators intel christmas christmastree merrychristmas white goowai,intel,30-11-2018 20:27,30-11-2018 15:27,01-12-2018 01:57,0,0,0,1,0,0,0,0,,
1068603180446040000,you deserve nothing less than the best and same goes for your computer give your pc the power it deserves shop...,intel,30-11-2018 20:30,30-11-2018 15:30,01-12-2018 02:00,0.277777778,0.163888889,0,0.836,0.164,0.6041,0.277777778,0.163888889,,
1068603520675390000,intel has been awarded patent no which pertains to a system they've designed which improves the ener...,intel,30-11-2018 20:31,30-11-2018 15:31,01-12-2018 02:01,0,0,0.106,0.628,0.266,0.5106,0,0,,
1068604232943750000,my current situation custompc gamingpc desktoppc pcsetup pcmods pcaddicts gamer gamers gamerlife...,intel,30-11-2018 20:34,30-11-2018 15:34,01-12-2018 02:04,0,0.4,0,1,0,0,0,0.4,,
1068606638339180000,intel nvidia evga pcmr nostalgia mnpctech how's this for nostalgic pc hardware?! doraville georgia,intel,30-11-2018 20:44,30-11-2018 15:44,01-12-2018 02:14,-0.625,1,0,1,0,0,-0.625,1,,
1068606665904270000,gennaro cavallucci () strategic relationship manager at intel explains the reason for a great tech...,intel,30-11-2018 20:44,30-11-2018 15:44,01-12-2018 02:14,0.8,0.75,0,0.76,0.24,0.6249,0.8,0.75,,
1068621749716210000,rt : intel exec discloses discrete gpu details and strategy gaming graphics,intel,30-11-2018 21:44,30-11-2018 16:44,01-12-2018 03:14,0,0,0,1,0,0,0,0,,
1068621933623850000,rt : fmr asst secdef mary beth long () highlights over-reliance in intel community on technical solutions rath...,intel,30-11-2018 21:44,30-11-2018 16:44,01-12-2018 03:14,-0.025,0.25,0,0.904,0.096,0.1779,-0.025,0.25,,
1068621949688000000,intel is disbanding its internal creative agency via computing intel,intel,30-11-2018 21:45,30-11-2018 16:45,01-12-2018 03:15,0.25,0.5,0,0.756,0.244,0.4404,0.25,0.5,,
1068622110090810000,rt : fmr asst secdef mary beth long () highlights over-reliance in intel community on technical solutions rath...,intel,30-11-2018 21:45,30-11-2018 16:45,01-12-2018 03:15,-0.025,0.25,0,0.904,0.096,0.1779,-0.025,0.25,,
1068623147849730000,time to assemble the new rig! GRINNING FACE WITH SMILING EYESPARTY POPPER aorus tridentz rgb tridentzrgb intel optane z k thermaltake...,intel,30-11-2018 21:49,30-11-2018 16:49,01-12-2018 03:19,0.170454545,0.454545455,0.061,0.646,0.293,0.7755,0.170454545,0.454545455,,
1068625052139160000,rt : exclusive intel exec discloses discrete gpu details and strategy via intc gamin...,intel,30-11-2018 21:57,30-11-2018 16:57,01-12-2018 03:27,0,0,0,0.889,0.111,0.128,0,0,,
1068627362546240000,rt : computercomponent intel boxnucibeh bean canyon nuc components other computerparts affiliate,intel,30-11-2018 22:06,30-11-2018 17:06,01-12-2018 03:36,-0.125,0.375,0,1,0,0,-0.125,0.375,,
1068638493495230000,my cat love stuff SMILING FACE WITH HEART-SHAPED EYESSMILING FACE WITH HEART-SHAPED EYESSMILING FACE WITH HEART-SHAPED EYES razer razerchroma razergaming asus asusrog samsung nzxt nzxtbuilds nzxtkraken...,intel,30-11-2018 22:50,30-11-2018 17:50,01-12-2018 04:20,0.5,0.6,0,0.752,0.248,0.8374,0.5,0.6,,
1068640573488160000,intel exec discloses discrete gpu details and strategy gaming graphics,intel,30-11-2018 22:59,30-11-2018 17:59,01-12-2018 04:29,0,0,0,1,0,0,0,0,,
1068640843676820000,computercomponent bh - intel ethernet converged network adapter x-da computerparts affiliate...,intel,30-11-2018 23:00,30-11-2018 18:00,01-12-2018 04:30,0,0,0,1,0,0,0,0,,
1068642877255940000,got my hands on the k! $ pc build coming to you soon follow my youtube to be updated on the build video!...,intel,30-11-2018 23:08,30-11-2018 18:08,01-12-2018 04:38,0,0,0,1,0,0,0,0,,
1068646930102850000,hello android wear! WHITE SMILING FACE[?]GRINNING FACE WITH SMILING EYESWINKING FACEx very happy about my new toy x androidwear androidwearables intel fossilwatch...,intel,30-11-2018 23:24,30-11-2018 18:24,01-12-2018 04:54,0.378787879,0.484848485,0,0.605,0.395,0.9144,0.378787879,0.484848485,,
1068648969029520000,obey x chronic intel,intel,30-11-2018 23:32,30-11-2018 18:32,01-12-2018 05:02,0,0,0,1,0,0,0,0,,
1068653154512690000,intel exec discloses discrete gpu details and strategy gaming graphics,intel,30-11-2018 23:49,30-11-2018 18:49,01-12-2018 05:19,0,0,0,1,0,0,0,0,,
1068654093973900000,rt : looking for a path to quickly monetize g? intel,intel,30-11-2018 23:52,30-11-2018 18:52,01-12-2018 05:22,0.333333333,0.5,0,1,0,0,0.333333333,0.5,,
1068654135560590000,intel wins patent for energy-efficient bitcoin mining bitcoin feedly,intel,30-11-2018 23:52,30-11-2018 18:52,01-12-2018 05:22,0.3,0.2,0,0.684,0.316,0.5719,0.3,0.2,,
1068662647690800000,rt : day at the forbes healthcare summit attendees experiencing precision virtual reality forbeshealth intel surgical...,intel,01-12-2018 00:26,30-11-2018 19:26,01-12-2018 05:56,0,0,0,1,0,0,0,0,,
1068663494294280000,rt : today is redfriday! remembereveryonedeployed today and everyday! they do difficult jobs and miss us at home! thank...,intel,01-12-2018 00:30,30-11-2018 19:30,01-12-2018 06:00,-0.4375,0.8,0.237,0.763,0,-0.6093,-0.4375,0.8,,
1068663502955570000,intel's sameer sharma makes a brilliant case for the smartcity,intel,01-12-2018 00:30,30-11-2018 19:30,01-12-2018 06:00,0.9,1,0,0.678,0.322,0.5859,0.9,1,,
1068664626987130000,rt : today is redfriday! remembereveryonedeployed today and everyday! they do difficult jobs and miss us at home! thank...,intel,01-12-2018 00:34,30-11-2018 19:34,01-12-2018 06:04,-0.4375,0.8,0.237,0.763,0,-0.6093,-0.4375,0.8,,
1068664845128600000,intel movidius and some really rad-ical space qualification testing,intel,01-12-2018 00:35,30-11-2018 19:35,01-12-2018 06:05,0.2,0.2,0,1,0,0,0.2,0.2,,
1068666507385810000,current crypto price action might be pushing some mining operations offline but tech incumbents are taking adva...,intel,01-12-2018 00:42,30-11-2018 19:42,01-12-2018 06:12,0.05,0.25,0.072,0.928,0,-0.0644,0.05,0.25,,
1068670266543300000,intel exec discloses discrete gpu details and strategy gaming graphics,intel,01-12-2018 00:57,30-11-2018 19:57,01-12-2018 06:27,0,0,0,1,0,0,0,0,,
1068670969437390000,rt : isis extremist war media [cyber]criminal profiling for intel aka cripro terrorism propag...,intel,01-12-2018 00:59,30-11-2018 19:59,01-12-2018 06:29,0,0,0.436,0.564,0,-0.8591,0,0,,
1068671276762490000,rt : intel ai issue is up and focuses on new skills that workers of every stripe will need in the age of ai intel ...,intel,01-12-2018 01:01,30-11-2018 20:01,01-12-2018 06:31,0.136363636,0.454545455,0,1,0,0,0.136363636,0.454545455,,
