Tweet Id,Tweet text,Company,timestamp,,,Text Blob,,Vader,,,,Clips pattern,
,,,GMT,EST,IST,polarity,subjectivity,neg,neu,pos,compound,polarity,subjectivity
1070306471315820000,rt : read my latest article: a force for space: artificialintelligence (ai) technology REGIONAL INDICATOR SYMBOL LETTER UREGIONAL INDICATOR SYMBOL LETTER S and of...,spacex,05-12-2018 13:18,05-12-2018 08:18,05-12-2018 18:48,0.5,0.9,0,1,0,0,0.5,0.9
1070306485102650000,rt : good chilly wednesday morning from slc- where falcon is vertical ahead of today's scheduled :p est ( utc) launc...,spacex,05-12-2018 13:18,05-12-2018 08:18,05-12-2018 18:48,0.283333333,0.833333333,0,0.776,0.224,0.5994,0.283333333,0.833333333
1070306798521970000,rt : read my latest article: a force for space: artificialintelligence (ai) technology REGIONAL INDICATOR SYMBOL LETTER UREGIONAL INDICATOR SYMBOL LETTER S and of...,spacex,05-12-2018 13:20,05-12-2018 08:20,05-12-2018 18:50,0.5,0.9,0,1,0,0,0.5,0.9
1070307002608480000,rt : read my latest article: a force for space: artificialintelligence (ai) technology REGIONAL INDICATOR SYMBOL LETTER UREGIONAL INDICATOR SYMBOL LETTER S and of...,spacex,05-12-2018 13:20,05-12-2018 08:20,05-12-2018 18:50,0.5,0.9,0,1,0,0,0.5,0.9
1070307240668730000,rt : read my latest article: a force for space: artificialintelligence (ai) technology REGIONAL INDICATOR SYMBOL LETTER UREGIONAL INDICATOR SYMBOL LETTER S and of...,spacex,05-12-2018 13:21,05-12-2018 08:21,05-12-2018 18:51,0.5,0.9,0,1,0,0,0.5,0.9
1070307316891690000,rt : eyes to the sky: spacex is getting ready for lift-off today at : pm a falcon is set for launch from cape canaveral th...,spacex,05-12-2018 13:22,05-12-2018 08:22,05-12-2018 18:52,0.2,0.5,0,0.898,0.102,0.3612,0.2,0.5
1070307362240670000,rt : read my latest article: a force for space: artificialintelligence (ai) technology REGIONAL INDICATOR SYMBOL LETTER UREGIONAL INDICATOR SYMBOL LETTER S and of...,spacex,05-12-2018 13:22,05-12-2018 08:22,05-12-2018 18:52,0.5,0.9,0,1,0,0,0.5,0.9
1070307518734310000,rt : read my latest article: a force for space: artificialintelligence (ai) technology REGIONAL INDICATOR SYMBOL LETTER UREGIONAL INDICATOR SYMBOL LETTER S and of...,spacex,05-12-2018 13:22,05-12-2018 08:22,05-12-2018 18:52,0.5,0.9,0,1,0,0,0.5,0.9
1070307610728060000,rt : good chilly wednesday morning from slc- where falcon is vertical ahead of today's scheduled :p est ( utc) launc...,spacex,05-12-2018 13:23,05-12-2018 08:23,05-12-2018 18:53,0.283333333,0.833333333,0,0.776,0.224,0.5994,0.283333333,0.833333333
1070307622870440000,rt : eyes to the sky: spacex is getting ready for lift-off today at : pm a falcon is set for launch from cape canaveral th...,spacex,05-12-2018 13:23,05-12-2018 08:23,05-12-2018 18:53,0.2,0.5,0,0.898,0.102,0.3612,0.2,0.5
1070307739463670000,rt : mr steven arrived at port early this morning carrying both fairing halves recovered from yesterday's sso-a mission each havin...,spacex,05-12-2018 13:23,05-12-2018 08:23,05-12-2018 18:53,0.1,0.3,0,1,0,0,0.1,0.3
1070307779812970000,watch: spacex launches satellites,spacex,05-12-2018 13:23,05-12-2018 08:23,05-12-2018 18:53,0,0,0,1,0,0,0,0
1070307805591150000,rt : read my latest article: a force for space: artificialintelligence (ai) technology REGIONAL INDICATOR SYMBOL LETTER UREGIONAL INDICATOR SYMBOL LETTER S and of...,spacex,05-12-2018 13:24,05-12-2018 08:24,05-12-2018 18:54,0.5,0.9,0,1,0,0,0.5,0.9
1070307923920850000,rt : read my latest article: a force for space: artificialintelligence (ai) technology REGIONAL INDICATOR SYMBOL LETTER UREGIONAL INDICATOR SYMBOL LETTER S and of...,spacex,05-12-2018 13:24,05-12-2018 08:24,05-12-2018 18:54,0.5,0.9,0,1,0,0,0.5,0.9
1070308047413750000,rt : eyes to the sky: spacex is getting ready for lift-off today at : pm a falcon is set for launch from cape canaveral th...,spacex,05-12-2018 13:24,05-12-2018 08:24,05-12-2018 18:54,0.2,0.5,0,0.898,0.102,0.3612,0.2,0.5
1070308084847960000,rt : good chilly wednesday morning from slc- where falcon is vertical ahead of today's scheduled :p est ( utc) launc...,spacex,05-12-2018 13:25,05-12-2018 08:25,05-12-2018 18:55,0.283333333,0.833333333,0,0.776,0.224,0.5994,0.283333333,0.833333333
1070308235339540000,rt : read my latest article: a force for space: artificialintelligence (ai) technology REGIONAL INDICATOR SYMBOL LETTER UREGIONAL INDICATOR SYMBOL LETTER S and of...,spacex,05-12-2018 13:25,05-12-2018 08:25,05-12-2018 18:55,0.5,0.9,0,1,0,0,0.5,0.9
1070308542962390000,rt : read my latest article: a force for space: artificialintelligence (ai) technology REGIONAL INDICATOR SYMBOL LETTER UREGIONAL INDICATOR SYMBOL LETTER S and of...,spacex,05-12-2018 13:26,05-12-2018 08:26,05-12-2018 18:56,0.5,0.9,0,1,0,0,0.5,0.9
1070308717428660000,india's first homegrown satellite was one among launched by elon musk's spacex,spacex,05-12-2018 13:27,05-12-2018 08:27,05-12-2018 18:57,0.25,0.333333333,0,0.88,0.12,0.128,0.25,0.333333333
1070309004042230000,rt : good chilly wednesday morning from slc- where falcon is vertical ahead of today's scheduled :p est ( utc) launc...,spacex,05-12-2018 13:28,05-12-2018 08:28,05-12-2018 18:58,0.283333333,0.833333333,0,0.776,0.224,0.5994,0.283333333,0.833333333
1070309026725010000,rt : good chilly wednesday morning from slc- where falcon is vertical ahead of today's scheduled :p est ( utc) launc...,spacex,05-12-2018 13:28,05-12-2018 08:28,05-12-2018 18:58,0.283333333,0.833333333,0,0.776,0.224,0.5994,0.283333333,0.833333333
1070309062133320000,rt : good chilly wednesday morning from slc- where falcon is vertical ahead of today's scheduled :p est ( utc) launc...,spacex,05-12-2018 13:29,05-12-2018 08:29,05-12-2018 18:59,0.283333333,0.833333333,0,0.776,0.224,0.5994,0.283333333,0.833333333
1070309981105340000,rt : read my latest article: a force for space: artificialintelligence (ai) technology REGIONAL INDICATOR SYMBOL LETTER UREGIONAL INDICATOR SYMBOL LETTER S and of...,spacex,05-12-2018 13:32,05-12-2018 08:32,05-12-2018 19:02,0.5,0.9,0,1,0,0,0.5,0.9
1070310156905320000,rt : india's first homegrown satellite was one among launched by elon musk's spacex elonmusk spacex...,spacex,05-12-2018 13:33,05-12-2018 08:33,05-12-2018 19:03,0.25,0.333333333,0,0.903,0.097,0.128,0.25,0.333333333
1070310230515430000,spacex dragon cargo ship launches to space station today here's how to watch live | via spacex,spacex,05-12-2018 13:33,05-12-2018 08:33,05-12-2018 19:03,0.136363636,0.5,0,1,0,0,0.136363636,0.5
1070310231391920000,space watch : via good chilly wednesday morning from slc- where falcon is vertical ahead of toda...,spacex,05-12-2018 13:33,05-12-2018 08:33,05-12-2018 19:03,0.05,0.75,0,0.838,0.162,0.4404,0.05,0.75
1070310389949250000,rt : space watch : via good chilly wednesday morning from slc- where falcon is vertical ahead of today's schedule...,spacex,05-12-2018 13:34,05-12-2018 08:34,05-12-2018 19:04,0.05,0.75,0,0.854,0.146,0.4404,0.05,0.75
1070310518462670000,rt : spacex dragon cargo ship launches to space station today here's how to watch live | via spacex,spacex,05-12-2018 13:34,05-12-2018 08:34,05-12-2018 19:04,0.136363636,0.5,0,1,0,0,0.136363636,0.5
1070310532333340000,rt : good chilly wednesday morning from slc- where falcon is vertical ahead of today's scheduled :p est ( utc) launc...,spacex,05-12-2018 13:34,05-12-2018 08:34,05-12-2018 19:04,0.283333333,0.833333333,0,0.776,0.224,0.5994,0.283333333,0.833333333
1070311226842980000,rt : read my latest article: a force for space: artificialintelligence (ai) technology REGIONAL INDICATOR SYMBOL LETTER UREGIONAL INDICATOR SYMBOL LETTER S and of...,spacex,05-12-2018 13:37,05-12-2018 08:37,05-12-2018 19:07,0.5,0.9,0,1,0,0,0.5,0.9
1070311856668060000,rt : ROCKETchina will launch its chang'e- lunar exploration mission this friday change will make the first ever attempt to...,spacex,05-12-2018 13:40,05-12-2018 08:40,05-12-2018 19:10,0.25,0.333333333,0,0.905,0.095,0.2263,0.25,0.333333333
1070311930705960000,rt : read my latest article: a force for space: artificialintelligence (ai) technology REGIONAL INDICATOR SYMBOL LETTER UREGIONAL INDICATOR SYMBOL LETTER S and of...,spacex,05-12-2018 13:40,05-12-2018 08:40,05-12-2018 19:10,0.5,0.9,0,1,0,0,0.5,0.9
1070312211543930000,rt : read my latest article: a force for space: artificialintelligence (ai) technology REGIONAL INDICATOR SYMBOL LETTER UREGIONAL INDICATOR SYMBOL LETTER S and of...,spacex,05-12-2018 13:41,05-12-2018 08:41,05-12-2018 19:11,0.5,0.9,0,1,0,0,0.5,0.9
1070312417773710000,rt : india's first homegrown satellite was one among launched by elon musk's spacex elonmusk spacex...,spacex,05-12-2018 13:42,05-12-2018 08:42,05-12-2018 19:12,0.25,0.333333333,0,0.903,0.097,0.128,0.25,0.333333333
1070312611395320000,going to see my first launch in person today! so excited! here i come! first visit! aaaaaahhh! nasasocial nasa spacex,spacex,05-12-2018 13:43,05-12-2018 08:43,05-12-2018 19:13,0.4296875,0.472222222,0,0.808,0.192,0.6468,0.4296875,0.472222222
1070312728189850000,did i ever tell yall that i've worked on not one but two star wars flims? let's just say isnt the only...,spacex,05-12-2018 13:43,05-12-2018 08:43,05-12-2018 19:13,0,1,0.197,0.803,0,-0.7096,0,1
1070312941734390000,the entire stack is so clean! ASTONISHED FACE i can't wait to see b earn her...,spacex,05-12-2018 13:44,05-12-2018 08:44,05-12-2018 19:14,0.229166667,0.6625,0,0.619,0.381,0.8123,0.229166667,0.6625
1070313031534550000,standing tall ready to fly: that's the spacex falcon rocket ready for launch at :pm (et) today with the...,spacex,05-12-2018 13:44,05-12-2018 08:44,05-12-2018 19:14,0.4,0.633333333,0,0.773,0.227,0.6124,0.4,0.633333333
1070313189395560000,rt : did i ever tell yall that i've worked on not one but two star wars flims? let's just say isnt the only cat i...,spacex,05-12-2018 13:45,05-12-2018 08:45,05-12-2018 19:15,0,1,0.176,0.824,0,-0.7096,0,1
1070313196161060000,rt : read my latest article: a force for space: artificialintelligence (ai) technology REGIONAL INDICATOR SYMBOL LETTER UREGIONAL INDICATOR SYMBOL LETTER S and of...,spacex,05-12-2018 13:45,05-12-2018 08:45,05-12-2018 19:15,0.5,0.9,0,1,0,0,0.5,0.9
1070314013677020000,rt : new launch order attached (too many characters to fit in a single tweet) ariane gsat geokompsata sp...,spacex,05-12-2018 13:48,05-12-2018 08:48,05-12-2018 19:18,0.241233766,0.392207792,0,0.865,0.135,0.3612,0.241233766,0.392207792
1070314270343200000,is it just me or is this race between boeing spacex playing catch the flag absurd given climatechangeisreal? w...,spacex,05-12-2018 13:49,05-12-2018 08:49,05-12-2018 19:19,-0.5,1,0,0.909,0.091,0.2023,-0.5,1
1070314379420280000,rt : read my latest article: a force for space: artificialintelligence (ai) technology REGIONAL INDICATOR SYMBOL LETTER UREGIONAL INDICATOR SYMBOL LETTER S and of...,spacex,05-12-2018 13:50,05-12-2018 08:50,05-12-2018 19:20,0.5,0.9,0,1,0,0,0.5,0.9
1070314649818660000,spacex is poised to launch thousands of pounds of cargo to the international space station atop a new falcon roc...,spacex,05-12-2018 13:51,05-12-2018 08:51,05-12-2018 19:21,0.068181818,0.227272727,0,0.9,0.1,0.25,0.068181818,0.227272727
1070314748745580000,rt : standing tall ready to fly: that's the spacex falcon rocket ready for launch at :pm (et) today with the crs miss...,spacex,05-12-2018 13:51,05-12-2018 08:51,05-12-2018 19:21,0.4,0.633333333,0,0.8,0.2,0.6124,0.4,0.633333333
1070314918866370000,biggest us 'rideshare' mission read more: us rideshare emsl airforce spacex,spacex,05-12-2018 13:52,05-12-2018 08:52,05-12-2018 19:22,0.5,0.5,0,1,0,0,0.5,0.5
1070315001100020000,rt : spacex is poised to launch thousands of pounds of cargo to the international space station atop a new falcon rocket...,spacex,05-12-2018 13:52,05-12-2018 08:52,05-12-2018 19:22,0.068181818,0.227272727,0,0.905,0.095,0.25,0.068181818,0.227272727
1070315082360540000,rt : standing tall ready to fly: that's the spacex falcon rocket ready for launch at :pm (et) today with the crs miss...,spacex,05-12-2018 13:52,05-12-2018 08:52,05-12-2018 19:22,0.4,0.633333333,0,0.8,0.2,0.6124,0.4,0.633333333
1070315579620420000,rt : read my latest article: a force for space: artificialintelligence (ai) technology REGIONAL INDICATOR SYMBOL LETTER UREGIONAL INDICATOR SYMBOL LETTER S and of...,spacex,05-12-2018 13:54,05-12-2018 08:54,05-12-2018 19:24,0.5,0.9,0,1,0,0,0.5,0.9
1070315615133420000,rt : read my latest article: a force for space: artificialintelligence (ai) technology REGIONAL INDICATOR SYMBOL LETTER UREGIONAL INDICATOR SYMBOL LETTER S and of...,spacex,05-12-2018 13:55,05-12-2018 08:55,05-12-2018 19:25,0.5,0.9,0,1,0,0,0.5,0.9
1070316160443390000,rt : read my latest article: a force for space: artificialintelligence (ai) technology REGIONAL INDICATOR SYMBOL LETTER UREGIONAL INDICATOR SYMBOL LETTER S and of...,spacex,05-12-2018 13:57,05-12-2018 08:57,05-12-2018 19:27,0.5,0.9,0,1,0,0,0.5,0.9
1070316188197090000,nasasocial rt : going to see my first launch in person today! so excited! here i come...,spacex,05-12-2018 13:57,05-12-2018 08:57,05-12-2018 19:27,0.390625,0.541666667,0,0.791,0.209,0.5719,0.390625,0.541666667
1070316266987100000,via - l- weather outlook for spacex crs space station cargo resupply flight (pdf)...,spacex,05-12-2018 13:57,05-12-2018 08:57,05-12-2018 19:27,0,0,0,1,0,0,0,0
1070316365511300000,interesting could this be a job for lunar life engineering? a spacex delivery capsule may be contaminating the...,spacex,05-12-2018 13:58,05-12-2018 08:58,05-12-2018 19:28,0.5,0.5,0,0.856,0.144,0.4019,0.5,0.5
1070316695913460000,rt : good chilly wednesday morning from slc- where falcon is vertical ahead of today's scheduled :p est ( utc) launc...,spacex,05-12-2018 13:59,05-12-2018 08:59,05-12-2018 19:29,0.283333333,0.833333333,0,0.776,0.224,0.5994,0.283333333,0.833333333
1070316728465410000,rt : spacex is poised to launch thousands of pounds of cargo to the international space station atop a new falcon rocket...,spacex,05-12-2018 13:59,05-12-2018 08:59,05-12-2018 19:29,0.068181818,0.227272727,0,0.905,0.095,0.25,0.068181818,0.227272727
1070316918580690000,rt : standing tall ready to fly: that's the spacex falcon rocket ready for launch at :pm (et) today with the crs miss...,spacex,05-12-2018 14:00,05-12-2018 09:00,05-12-2018 19:30,0.4,0.633333333,0,0.8,0.2,0.6124,0.4,0.633333333
1070317080136820000,rt : read my latest article: a force for space: artificialintelligence (ai) technology REGIONAL INDICATOR SYMBOL LETTER UREGIONAL INDICATOR SYMBOL LETTER S and of...,spacex,05-12-2018 14:00,05-12-2018 09:00,05-12-2018 19:30,0.5,0.9,0,1,0,0,0.5,0.9
1070317224546760000,rt : standing tall ready to fly: that's the spacex falcon rocket ready for launch at :pm (et) today with the crs miss...,spacex,05-12-2018 14:01,05-12-2018 09:01,05-12-2018 19:31,0.4,0.633333333,0,0.8,0.2,0.6124,0.4,0.633333333
1070317313117830000,because of the mice-tronauts you now (hopefully HAND WITH INDEX AND MIDDLE FINGERS CROSSEDEMOJI MODIFIER FITZPATRICK TYPE-3) get a falcon launch on your birthday! happy birth...,spacex,05-12-2018 14:01,05-12-2018 09:01,05-12-2018 19:31,0.4,0.5,0,0.744,0.256,0.837,0.4,0.5
1070317520580680000,spacex falcon has touched down for the third time exciting time to be alive! spacex,spacex,05-12-2018 14:02,05-12-2018 09:02,05-12-2018 19:32,0.067361111,0.372222222,0,0.681,0.319,0.7263,0.067361111,0.372222222
1070318135436360000,spacex launches pioneering uk maritime communications satellite rin navigation spacex pioneering uk maritime...,spacex,05-12-2018 14:05,05-12-2018 09:05,05-12-2018 19:35,0,0,0,1,0,0,0,0
1070318329993310000,rt : india's first homegrown satellite was one among launched by elon musk's spacex elonmusk spacex...,spacex,05-12-2018 14:05,05-12-2018 09:05,05-12-2018 19:35,0.25,0.333333333,0,0.903,0.097,0.128,0.25,0.333333333
1070318366848620000,rt : spacex is poised to launch thousands of pounds of cargo to the international space station atop a new falcon rocket...,spacex,05-12-2018 14:05,05-12-2018 09:05,05-12-2018 19:35,0.068181818,0.227272727,0,0.905,0.095,0.25,0.068181818,0.227272727
1070318504790900000,rt : just to reiterate spacex broke four records today on its th mission and nd landing: first company booster to fly t...,spacex,05-12-2018 14:06,05-12-2018 09:06,05-12-2018 19:36,0.525,0.616666667,0.118,0.882,0,-0.4215,0.525,0.616666667
1070318852632760000,rt : standing tall ready to fly: that's the spacex falcon rocket ready for launch at :pm (et) today with the crs miss...,spacex,05-12-2018 14:07,05-12-2018 09:07,05-12-2018 19:37,0.4,0.633333333,0,0.8,0.2,0.6124,0.4,0.633333333
1070319085064350000,rt : new launch order attached (too many characters to fit in a single tweet) ariane gsat geokompsata sp...,spacex,05-12-2018 14:08,05-12-2018 09:08,05-12-2018 19:38,0.241233766,0.392207792,0,0.865,0.135,0.3612,0.241233766,0.392207792
1070319847677020000,spacex dragon cargo ship launches to space station today here's how to watch live,spacex,05-12-2018 14:11,05-12-2018 09:11,05-12-2018 19:41,0.136363636,0.5,0,1,0,0,0.136363636,0.5
1070319913468850000,the weather looks pretty prefect for the : pm launch of a spacex falcon from cape canaveral air force stati...,spacex,05-12-2018 14:12,05-12-2018 09:12,05-12-2018 19:42,0.25,1,0,0.842,0.158,0.4939,0.25,1
1070320185750540000,add a little wow to your morning and check this article out! wonderfulwednesday science spacex satellite...,spacex,05-12-2018 14:13,05-12-2018 09:13,05-12-2018 19:43,-0.03125,0.75,0,0.787,0.213,0.5857,-0.03125,0.75
1070320372858400000,rt : standing tall ready to fly: that's the spacex falcon rocket ready for launch at :pm (et) today with the crs miss...,spacex,05-12-2018 14:13,05-12-2018 09:13,05-12-2018 19:43,0.4,0.633333333,0,0.8,0.2,0.6124,0.4,0.633333333
1070320741265080000,spx crs-: one or more photos have been added to album(s): misc spacex spacextimemachine spxcrs,spacex,05-12-2018 14:15,05-12-2018 09:15,05-12-2018 19:45,0.5,0.5,0,1,0,0,0.5,0.5
1070320926942720000,rt : elon musk's spacex company is helping to launch kazakhstan into the future caspiannews,spacex,05-12-2018 14:16,05-12-2018 09:16,05-12-2018 19:46,0,0.125,0,0.855,0.145,0.296,0,0.125
1070320928779840000,rt : spacex is about to launch more than internet-beaming satellites - prescientinfo...,spacex,05-12-2018 14:16,05-12-2018 09:16,05-12-2018 19:46,0.5,0.5,0,1,0,0,0.5,0.5
1070320942050670000,spacex is about to launch more than internet-beaming satellites - prescientinfo america,spacex,05-12-2018 14:16,05-12-2018 09:16,05-12-2018 19:46,0.5,0.5,0,1,0,0,0.5,0.5
1070320993200140000,spx crs-: four hours until launch spacex spacextimemachine spxcrs,spacex,05-12-2018 14:16,05-12-2018 09:16,05-12-2018 19:46,0,0,0,1,0,0,0,0
1070321435015500000,fair winds and smooth flight everyone! WAVING HAND SIGNEMOJI MODIFIER FITZPATRICK TYPE-3FOUR LEAF CLOVER go falcon core ! go dragon! go nasa! go...,spacex,05-12-2018 14:18,05-12-2018 09:18,05-12-2018 19:48,0.83828125,0.7,0,0.73,0.27,0.8127,0.83828125,0.7
1070321481471670000,rt : spacex launches pioneering uk maritime communications satellite rin navigation spacex pioneering uk maritime communicat...,spacex,05-12-2018 14:18,05-12-2018 09:18,05-12-2018 19:48,0,0,0,1,0,0,0,0
1070321950986240000,rt : falcon rocket taking off above downtown los angeles in timelapse spacex falcon,spacex,05-12-2018 14:20,05-12-2018 09:20,05-12-2018 19:50,0,0.1,0,1,0,0,0,0.1
1070322601116000000,rt : [?][?] crazy lightning strikes! [sound way up] [?][?] mondaymotivation spacex thunder via,spacex,05-12-2018 14:22,05-12-2018 09:22,05-12-2018 19:52,-0.366666667,0.766666667,0.359,0.641,0,-0.7312,-0.366666667,0.766666667
1070323346577990000,rt : new launch order attached (too many characters to fit in a single tweet) ariane gsat geokompsata sp...,spacex,05-12-2018 14:25,05-12-2018 09:25,05-12-2018 19:55,0.241233766,0.392207792,0,0.865,0.135,0.3612,0.241233766,0.392207792
1070324013816260000,rt : good chilly wednesday morning from slc- where falcon is vertical ahead of today's scheduled :p est ( utc) launc...,spacex,05-12-2018 14:28,05-12-2018 09:28,05-12-2018 19:58,0.283333333,0.833333333,0,0.776,0.224,0.5994,0.283333333,0.833333333
1070324268976790000,spacex's falcon is vertical and prepped for this afternoon's et / utc launch from cape canaveral air f...,spacex,05-12-2018 14:29,05-12-2018 09:29,05-12-2018 19:59,0,0,0,1,0,0,0,0
1070324696728690000,rt : good chilly wednesday morning from slc- where falcon is vertical ahead of today's scheduled :p est ( utc) launc...,spacex,05-12-2018 14:31,05-12-2018 09:31,05-12-2018 20:01,0.283333333,0.833333333,0,0.776,0.224,0.5994,0.283333333,0.833333333
1070324721537960000,rt : spacex's falcon is vertical and prepped for this afternoon's et / utc launch from cape canaveral air force stat...,spacex,05-12-2018 14:31,05-12-2018 09:31,05-12-2018 20:01,0,0,0,1,0,0,0,0
1070324759810850000,rt : 'orion trapezium: fast stars and rogue planets' original spaceart spacescapes satellite energy spacex,spacex,05-12-2018 14:31,05-12-2018 09:31,05-12-2018 20:01,0.2875,0.675,0,0.732,0.268,0.5267,0.2875,0.675
1070324769696960000,rt : spacex sets records with th launch of the year spacex,spacex,05-12-2018 14:31,05-12-2018 09:31,05-12-2018 20:01,0,0,0,1,0,0,0,0
1070324828480120000,rt : spacex's falcon is vertical and prepped for this afternoon's et / utc launch from cape canaveral air force stat...,spacex,05-12-2018 14:31,05-12-2018 09:31,05-12-2018 20:01,0,0,0,1,0,0,0,0
1070324958700730000,rt : falcon booster reentry burn as it entered earth's atmosphere yesterday and landed for the third time ROCKET spacex successf...,spacex,05-12-2018 14:32,05-12-2018 09:32,05-12-2018 20:02,0,0,0,1,0,0,0,0
1070325228553810000,rt : spacex 's first lunar passenger is giving seats away space spacetravel innovation ...,spacex,05-12-2018 14:33,05-12-2018 09:33,05-12-2018 20:03,0.25,0.333333333,0,0.706,0.294,0.6124,0.25,0.333333333
1070325462902160000,rt : from nasa: nasa spacex are now targeting wed dec for launch of the crs mission to the iss the launch was moved...,spacex,05-12-2018 14:34,05-12-2018 09:34,05-12-2018 20:04,0,0,0,1,0,0,0,0
1070325598835350000,rt : [?][?] crazy lightning strikes! [sound way up] [?][?] mondaymotivation spacex thunder via,spacex,05-12-2018 14:34,05-12-2018 09:34,05-12-2018 20:04,-0.366666667,0.766666667,0.359,0.641,0,-0.7312,-0.366666667,0.766666667
1070326231541920000,rt : spacex's falcon is vertical and prepped for this afternoon's et / utc launch from cape canaveral air force stat...,spacex,05-12-2018 14:37,05-12-2018 09:37,05-12-2018 20:07,0,0,0,1,0,0,0,0
1070326766323910000,rt : what a breathtaking view of earth space from a rocketlaunch! nasa spacex spaceexploration ...,spacex,05-12-2018 14:39,05-12-2018 09:39,05-12-2018 20:09,1,1,0,0.785,0.215,0.5093,1,1
1070328044274040000,rt : all dependencies permitting we might just be in for an amazing treat soon(tm) follow and/or keep an eye on the twitter ac...,spacex,05-12-2018 14:44,05-12-2018 09:44,05-12-2018 20:14,0.6,0.9,0,0.764,0.236,0.7579,0.6,0.9
1070328098623630000,rt : good chilly wednesday morning from slc- where falcon is vertical ahead of today's scheduled :p est ( utc) launc...,spacex,05-12-2018 14:44,05-12-2018 09:44,05-12-2018 20:14,0.283333333,0.833333333,0,0.776,0.224,0.5994,0.283333333,0.833333333
1070328103535180000,rt : spacex is poised to launch thousands of pounds of cargo to the international space station atop a new falcon rocket...,spacex,05-12-2018 14:44,05-12-2018 09:44,05-12-2018 20:14,0.068181818,0.227272727,0,0.905,0.095,0.25,0.068181818,0.227272727
1070328630780280000,rt : its a rare cool day on the space coast the sky is clear and its launch day! let's go! spacex crs slc ccafs falco...,spacex,05-12-2018 14:46,05-12-2018 09:46,05-12-2018 20:16,0.26875,0.644444444,0,0.8,0.2,0.6688,0.26875,0.644444444
1070328749848170000,a spacex falcon rocket is vertical on slc- for today's launch of crs at :pm est,spacex,05-12-2018 14:47,05-12-2018 09:47,05-12-2018 20:17,0,0,0,1,0,0,0,0
1070328923001640000,rt : spacex's falcon is vertical and prepped for this afternoon's et / utc launch from cape canaveral air force stat...,spacex,05-12-2018 14:47,05-12-2018 09:47,05-12-2018 20:17,0,0,0,1,0,0,0,0
1070328929972550000,an array of the media's sound-activated cameras stand ready to capture this afternoon's launch of falcon and...,spacex,05-12-2018 14:47,05-12-2018 09:47,05-12-2018 20:17,0.2,0.5,0,0.865,0.135,0.3612,0.2,0.5
1070329026680680000,this is an incredibly big deal current working theory seems to be that the external paint of the spacex dragon i...,spacex,05-12-2018 14:48,05-12-2018 09:48,05-12-2018 20:18,0,0.2,0,1,0,0,0,0.2
1070329185317580000,rt : good chilly wednesday morning from slc- where falcon is vertical ahead of today's scheduled :p est ( utc) launc...,spacex,05-12-2018 14:48,05-12-2018 09:48,05-12-2018 20:18,0.283333333,0.833333333,0,0.776,0.224,0.5994,0.283333333,0.833333333
1070329244608320000,rt : spacex is poised to launch thousands of pounds of cargo to the international space station atop a new falcon rocket...,spacex,05-12-2018 14:49,05-12-2018 09:49,05-12-2018 20:19,0.068181818,0.227272727,0,0.905,0.095,0.25,0.068181818,0.227272727
1070329332151730000,rt : spacex's falcon is vertical and prepped for this afternoon's et / utc launch from cape canaveral air force stat...,spacex,05-12-2018 14:49,05-12-2018 09:49,05-12-2018 20:19,0,0,0,1,0,0,0,0
1070329553816570000,rt : spacex is poised to launch thousands of pounds of cargo to the international space station atop a new falcon rocket...,spacex,05-12-2018 14:50,05-12-2018 09:50,05-12-2018 20:20,0.068181818,0.227272727,0,0.905,0.095,0.25,0.068181818,0.227272727
1070329559009110000,rt : his words thetruthcommunity spacex flatearth nasalies elonmuskfraud elonmusk,spacex,05-12-2018 14:50,05-12-2018 09:50,05-12-2018 20:20,0,0,0,1,0,0,0,0
1070330026569020000,spacex crs- presskit is live still targeting et / utc for liftoff from ccafs launch complex with d...,spacex,05-12-2018 14:52,05-12-2018 09:52,05-12-2018 20:22,-0.081818182,0.45,0,1,0,0,-0.081818182,0.45
1070330286955610000,spacex today!,spacex,05-12-2018 14:53,05-12-2018 09:53,05-12-2018 20:23,0,0,0,1,0,0,0,0
1070330291674270000,rt : spacex crs- presskit is live still targeting et / utc for liftoff from ccafs launch complex with dragon fu...,spacex,05-12-2018 14:53,05-12-2018 09:53,05-12-2018 20:23,-0.081818182,0.45,0,1,0,0,-0.081818182,0.45
1070330340441380000,rt : just to reiterate spacex broke four records today on its th mission and nd landing: first company booster to fly t...,spacex,05-12-2018 14:53,05-12-2018 09:53,05-12-2018 20:23,0.525,0.616666667,0.118,0.882,0,-0.4215,0.525,0.616666667
1070330687146700000,rt : spacex's falcon is vertical and prepped for this afternoon's et / utc launch from cape canaveral air force stat...,spacex,05-12-2018 14:54,05-12-2018 09:54,05-12-2018 20:24,0,0,0,1,0,0,0,0
1070330947994810000,a hectic week of orbital flights continues with a spacex launch wednesday arstechnica,spacex,05-12-2018 14:55,05-12-2018 09:55,05-12-2018 20:25,0,0,0,1,0,0,0,0
1070330961332700000,precise to the second launch time today is :: est (: utc) window is instantaneous no hold ability if...,spacex,05-12-2018 14:56,05-12-2018 09:56,05-12-2018 20:26,0.2,0.4,0.093,0.675,0.232,0.5106,0.2,0.4
1070331161241670000,rt : precise to the second launch time today is :: est (: utc) window is instantaneous no hold ability if we do n...,spacex,05-12-2018 14:56,05-12-2018 09:56,05-12-2018 20:26,0.2,0.4,0.079,0.722,0.199,0.5106,0.2,0.4
