Tweet ID , Tweet Retweet count , Tweet Fav count , Tweet Text , Tweet Date , Tweet Time , Tweet Sensitivity , Tweet Verified User , Tweet Followers count , Favorited , Retweeted,,
1077159858082850000,2,FALSE,rt : nvidias fabulous fakes unpack the blackbox of ai',24-12-2018,11:11:37,FALSE,FALSE,95,FALSE,FALSE,,
1077165202918070000,2,FALSE,these people are not real--they were created by ai machinelearning images,24-12-2018,11:32:51,FALSE,TRUE,14530,FALSE,FALSE,,
1077166192991920000,2,FALSE,rt : these people are not real--they were created by ai machinelearning images faces nv,24-12-2018,11:36:47,FALSE,FALSE,637,FALSE,FALSE,,
1077168257453510000,0,FALSE,nvidia shield tv with dolby atmos,24-12-2018,11:45:00,FALSE,FALSE,31,FALSE,FALSE,,
1077170159561990000,1,FALSE,the nvidia jetson agx xavier will enable the construction of the next generation of autonomous machines  serving a,24-12-2018,11:52:33,FALSE,FALSE,54,FALSE,FALSE,,
1077171203301930000,1,FALSE,rt : the nvidia jetson agx xavier will enable the construction of the next generation of autonomous machines  serving as the,24-12-2018,11:56:42,None,FALSE,3952,FALSE,FALSE,,
1077177085322510000,0,FALSE,nvidia and google cloud platform | google cloud googlecloud nvidia,24-12-2018,12:20:04,FALSE,FALSE,2900,FALSE,FALSE,,
1077178080341440000,2,FALSE,nvidia geforce  gtx specs savings hardware,24-12-2018,12:24:02,FALSE,FALSE,3379,FALSE,FALSE,,
1077180250373740000,2,FALSE,rt : these people are not real--they were created by ai machinelearning images faces nv,24-12-2018,12:32:39,FALSE,FALSE,65,FALSE,FALSE,,
1077191207971940000,1,FALSE,gears of war  - acto ii - walkthrough  via gears of war  streaming: h,24-12-2018,13:16:11,FALSE,FALSE,9,FALSE,FALSE,,
1077191399391530000,1,FALSE,rt : gears of war  - acto ii - walkthrough  via gears of war  streaming: h livestream ,24-12-2018,13:16:57,FALSE,FALSE,488,FALSE,FALSE,,
1077193445012250000,0,FALSE,performance settings for todays stream gameplay quality is up up up see you in there! performance nvidia',24-12-2018,13:25:05,None,FALSE,8,FALSE,FALSE,,
1077193560351470000,75,FALSE,rt : cudo miner v released with gpu overclocking  bitcoin gold support and brand new hardware stats! [white heavy check mark] cudo miner [beta] v,24-12-2018,13:25:32,None,FALSE,477,FALSE,FALSE,,
1077198332139850000,0,FALSE,rt : gears of war  - acto ii - walkthrough  via gears of war  streami,24-12-2018,13:44:30,FALSE,FALSE,1514,FALSE,FALSE,,
1077198423902900000,75,FALSE,rt : cudo miner v released with gpu overclocking  bitcoin gold support and brand new hardware stats! [white heavy check mark] cudo miner [beta] v,24-12-2018,13:44:52,None,FALSE,621,FALSE,FALSE,,
1077201916214550000,75,FALSE,rt : cudo miner v released with gpu overclocking  bitcoin gold support and brand new hardware stats! [white heavy check mark] cudo miner [beta] v,24-12-2018,13:58:44,None,FALSE,564,FALSE,FALSE,,
1077210367124630000,0,FALSE,rumored nvidia geforcegtx turing gpu may feature  cuda cores via,24-12-2018,14:32:19,FALSE,FALSE,11617,FALSE,FALSE,,
1077217018225520000,0,FALSE,alleged nvidia geforcertx  max-q benchmarks leak  will empower  class of gaming notebooks via,24-12-2018,14:58:45,FALSE,FALSE,11617,FALSE,FALSE,,
1077217730544180000,0,FALSE,crypto market meltdown knocks nvidia % this quarter  making it the worst performer in s&amp;p  from coingape -,24-12-2018,15:01:35,FALSE,FALSE,1484,FALSE,FALSE,,
1077218225111290000,0,FALSE,nvidia $nvda  -% nvidia co (nvda) receives $ consensus price target from brokerages,24-12-2018,15:03:33,FALSE,FALSE,556,FALSE,FALSE,,
1077224809002610000,0,FALSE,does anyone get excited of nvidia announcements anymore? rtx just seems disappointing for the price rtx nvidia gaming,24-12-2018,15:29:42,None,FALSE,94,FALSE,FALSE,,
1077225406040660000,0,FALSE,from front page bargains abound in this market here are these  top stocks,24-12-2018,15:32:05,FALSE,FALSE,353,FALSE,FALSE,,
1077229333402580000,0,FALSE,thats the turing entry  but without raytracing! nvidia turing gtx gtx leak benchmark',24-12-2018,15:47:41,FALSE,FALSE,384,FALSE,FALSE,,
1077232975471880000,0,FALSE,numpy vectorization - python numpy coursera nvidia,24-12-2018,16:02:10,FALSE,FALSE,239,FALSE,FALSE,,
1077233075422090000,16,FALSE,rt : would you know this was an ai-created city? via artificialintelligence ar vr d nvidia ,24-12-2018,16:02:33,None,FALSE,660,FALSE,FALSE,,
1077242605983930000,0,FALSE,news kfa intros its latest flagship graphics card: the rtx  ti hall of fame (hof) amd,24-12-2018,16:40:26,FALSE,FALSE,1749,FALSE,FALSE,,
1077245926283100000,0,FALSE,new build happening friday merry christmas everyone!!! pcbuilding pcbuild evga msi coolermaster nzxt nvidia,24-12-2018,16:53:37,FALSE,FALSE,576,FALSE,FALSE,,
1077247063707050000,0,FALSE,following crypto mining crash  gpu producer nvidia worst performer in s&amp;p  - nvidia gpu mining crypto,24-12-2018,16:58:08,FALSE,FALSE,374,FALSE,FALSE,,
1077247604843600000,2,FALSE,rt : nvidia geforce  gtx specs savings hardware,24-12-2018,17:00:17,FALSE,FALSE,2673,FALSE,FALSE,,
1077255980499500000,0,FALSE,$nvda nvidia in a main bear trend under moving averge   days rsi on short and oversold area macd the,24-12-2018,17:33:34,FALSE,FALSE,515,FALSE,FALSE,,
1077258280852950000,0,FALSE,gtx  ti or rtx ? guess well find out - geforce nvidia rtx',24-12-2018,17:42:43,FALSE,FALSE,39,FALSE,FALSE,,
1077258656566160000,0,FALSE,gonna try and get a video done on this beauty before ces  gx double video card! nvidia geforce,24-12-2018,17:44:12,FALSE,FALSE,1151,FALSE,FALSE,,
1077259625135830000,0,FALSE,selling: fortnite nvidia counterattack bundle price: $ dm me for more info fortnite nvidia xbox eonskin,24-12-2018,17:48:03,FALSE,FALSE,679,FALSE,FALSE,,
1077260468295740000,0,FALSE,selling fortnite nvidia geforce bundle geforce counterattack set bundle: * reflex outfit - rare * pivot gl,24-12-2018,17:51:24,FALSE,FALSE,74,FALSE,FALSE,,
1077264154732440000,1,FALSE,as if it werent difficult already to believe half of what you see on the internet--a new algorithm from nvidia cou',24-12-2018,18:06:03,FALSE,TRUE,116225,FALSE,FALSE,,
1077264658187400000,6,FALSE,as if it werent difficult already to believe half of what you see on the internet--a new algorithm from nvidia cou',24-12-2018,18:08:03,FALSE,TRUE,100203,FALSE,FALSE,,
1077264878950360000,6,FALSE,rt : as if it werent difficult already to believe half of what you see on the internet--a new algorithm from nvidia could m',24-12-2018,18:08:56,None,FALSE,1829,FALSE,FALSE,,
1077265236091170000,0,FALSE,as if it werent difficult already to believe half of what you see on the internet--a new algorithm from nvidia cou',24-12-2018,18:10:21,FALSE,FALSE,1082,FALSE,FALSE,,
1077265542577380000,1,FALSE,rt : as if it werent difficult already to believe half of what you see on the internet--a new algorithm from nvidia could mak',24-12-2018,18:11:34,None,FALSE,97,FALSE,FALSE,,
1077267847569700000,6,FALSE,rt : as if it werent difficult already to believe half of what you see on the internet--a new algorithm from nvidia could m',24-12-2018,18:20:44,None,FALSE,483,FALSE,FALSE,,
1077268751928570000,6,FALSE,rt : as if it werent difficult already to believe half of what you see on the internet--a new algorithm from nvidia could m',24-12-2018,18:24:19,None,FALSE,692,FALSE,FALSE,,
1077269860210610000,0,FALSE,nvidia invents ai interactive graphics: now  a new deeplearning-based model developed by nvidia researchers aim,24-12-2018,18:28:44,FALSE,FALSE,2527,FALSE,FALSE,,
1077270985131380000,75,FALSE,rt : cudo miner v released with gpu overclocking  bitcoin gold support and brand new hardware stats! [white heavy check mark] cudo miner [beta] v,24-12-2018,18:33:12,None,FALSE,26,FALSE,FALSE,,
1077271450975940000,6,FALSE,rt : as if it werent difficult already to believe half of what you see on the internet--a new algorithm from nvidia could m',24-12-2018,18:35:03,None,FALSE,1217,FALSE,FALSE,,
1077275152713430000,6,FALSE,rt : as if it werent difficult already to believe half of what you see on the internet--a new algorithm from nvidia could m',24-12-2018,18:49:45,None,FALSE,1240,FALSE,FALSE,,
1077283682682040000,1,FALSE,can i get a laptop with one of these for christmas ? i will be good  i promise! nvidia geforce rtxmaxq,24-12-2018,19:23:39,FALSE,FALSE,874,FALSE,FALSE,,
1077283736394380000,1,FALSE,can i get a laptop with one of these for christmas ? i will be good  i promise! nvidia geforce rtxmaxq,24-12-2018,19:23:52,FALSE,FALSE,1153,FALSE,FALSE,,
1077284106826920000,1,FALSE,rt : can i get a laptop with one of these for christmas ? i will be good  i promise! nvidia geforce rtxmaxq turing,24-12-2018,19:25:20,None,FALSE,1857,FALSE,FALSE,,
1077284113160300000,1,FALSE,rt : can i get a laptop with one of these for christmas ? i will be good  i promise! nvidia geforce rtxmaxq turing g,24-12-2018,19:25:22,None,FALSE,1857,FALSE,FALSE,,
1078083056320290000,0,FALSE, technology upgrades to expect at ces nvidia intel amd,27-12-2018,00:20:05,FALSE,FALSE,2692,FALSE,FALSE,,
1078092469978510000,24,FALSE,rt : would you know this was an ai-created city? via artificialintelligence ar vr d nvidia ,27-12-2018,00:57:29,None,FALSE,788,FALSE,FALSE,,
1078096631021520000,0,FALSE,a custom extremepcs [desktop computer][?] w/ amd ryzen  nvidia gtx  out the door w/ [white right pointing backhand index]lifetimewarranty[white left pointing backhand index]! thank you hoe,27-12-2018,01:14:01,FALSE,FALSE,95,FALSE,FALSE,,
1078102630843490000,0,FALSE,boxing day purchase geforce gtx  is in da house nvidia geforce gtx,27-12-2018,01:37:52,FALSE,FALSE,45,FALSE,FALSE,,
1078105220729710000,1,FALSE,rt : nvidia spawns jetson agx xavier module as the brain for next-gen ai machines via ,27-12-2018,01:48:09,FALSE,FALSE,10,FALSE,FALSE,,
1078108430794190000,1,FALSE,live stream right now fortnite fortnitebr cod blackout battleroyale twitch,27-12-2018,02:00:54,FALSE,FALSE,120,FALSE,FALSE,,
1078110039510960000,4,FALSE,rt : what is the extremedata economy? read our short guide to learn why this new data paradigm demands new analytic solutions h,27-12-2018,02:07:18,None,FALSE,476,FALSE,FALSE,,
1078112322705590000,0,FALSE,its alive! still got parts to go in when they arrived and get some custom cable combs made but working for now!,27-12-2018,02:16:22,FALSE,FALSE,82,FALSE,FALSE,,
1078115998476260000,0,FALSE,streaming! new fishskin outfin!? come check me out here fortnite epicgames,27-12-2018,02:30:59,FALSE,FALSE,7,FALSE,FALSE,,
1078117091511790000,6,FALSE,rt : over  prizes to be won in the th annual great android holiday giveaway w/ android headlines,27-12-2018,02:35:19,None,FALSE,19,FALSE,FALSE,,
1078120187625270000,0,FALSE,windows - its free but is it good? nvidia openttd-jukeboxmusic northwoodghz ram mississippi,27-12-2018,02:47:37,FALSE,FALSE,6934,FALSE,FALSE,,
1078126200701240000,2,FALSE,have you tried ? you can create characters  build amazing things  craft weapons tools  warp to new,27-12-2018,03:11:31,FALSE,FALSE,75,FALSE,FALSE,,
1078128345982950000,2,FALSE,rt : have you tried ? you can create characters  build amazing things  craft weapons tools  warp to new planets  hu,27-12-2018,03:20:02,None,FALSE,717,FALSE,FALSE,,
1078129673698100000,3,FALSE,rt : theres a [x] inside! rawr! gotta say i love my for job being able to develop on nvidia titanrtx and putting the [x] to work',27-12-2018,03:25:19,None,FALSE,1928,FALSE,FALSE,,
1078130944052200000,0,FALSE,anyone know a fix for these pink dots its not the monitor and my nvidia graphics rtx  card won't update on win',27-12-2018,03:30:22,FALSE,FALSE,233,FALSE,FALSE,,
1078151388490880000,2,FALSE,rt : have you tried ? you can create characters  build amazing things  craft weapons tools  warp to new planets  hu,27-12-2018,04:51:36,None,FALSE,34,FALSE,FALSE,,
1078159544948350000,0,FALSE,nvidiavoice: deep learning innovation starts in the lab ai machinelearning ml artificialintelligence nvidia,27-12-2018,05:24:01,FALSE,FALSE,194,FALSE,FALSE,,
1078171141406100000,3,FALSE,rt : theres a [x] inside! rawr! gotta say i love my for job being able to develop on nvidia titanrtx and putting the [x] to work',27-12-2018,06:10:06,None,FALSE,140,FALSE,FALSE,,
1078172134910940000,2,FALSE,from nvidia  intel to new algorithm announcements  most of the news has been focused on research and academia th,27-12-2018,06:14:03,FALSE,FALSE,11,FALSE,FALSE,,
1078172288825080000,2,FALSE,rt : from nvidia  intel to new algorithm announcements  most of the news has been focused on research and academia the chall,27-12-2018,06:14:39,None,FALSE,543,FALSE,FALSE,,
1078172463484290000,2,FALSE,rt : from nvidia  intel to new algorithm announcements  most of the news has been focused on research and academia the chall,27-12-2018,06:15:21,None,FALSE,3043,FALSE,FALSE,,
1078176657675040000,1,FALSE,d performance: qt d studio  supports texture compression   standard  to reduce memory consump,27-12-2018,06:32:01,FALSE,FALSE,20028,FALSE,FALSE,,
1078177723506400000,1,FALSE,rt : d performance: qt d studio  supports texture compression   standard  to reduce memory consumption im,27-12-2018,06:36:15,None,FALSE,630,FALSE,FALSE,,
1078186947753970000,3,FALSE,i judge a bot by the shoes he wears  bx ;) ai-generated people look for love on tinder,27-12-2018,07:12:54,FALSE,FALSE,1004,FALSE,FALSE,,
1078187027475190000,3,FALSE,rt : i judge a bot by the shoes he wears  bx ;) ai-generated people look for love on tinder https:,27-12-2018,07:13:13,None,FALSE,327,FALSE,FALSE,,
1078187212070700000,3,FALSE,rt : i judge a bot by the shoes he wears  bx ;) ai-generated people look for love on tinder https:,27-12-2018,07:13:57,None,FALSE,2059,FALSE,FALSE,,
1078187299693820000,3,FALSE,rt : i judge a bot by the shoes he wears  bx ;) ai-generated people look for love on tinder https:,27-12-2018,07:14:18,None,FALSE,1004,FALSE,FALSE,,
1078195277406890000,3,FALSE,rt : buy any dream pc with asus / gigabyte geforce rtx inside between now and jan th and you get battlefield v for free http,27-12-2018,07:46:00,None,FALSE,105,FALSE,FALSE,,
1078199632814100000,1,FALSE,descenders good addictive bike game this photomode with k [squared latin capital letter s][squared latin capital letter u][squared latin capital letter p][squared latin capital letter e][squared latin capital letter r] [squared latin capital letter r][squared latin capital letter e][squared latin capital letter s][squared latin capital letter o][squared latin capital letter l][squared latin capital letter u][squared latin capital letter t][squared latin capital letter i][squared latin capital letter o][squared latin capital letter n] [thumbs up sign] virtualphotography [squared latin capital letter p][squared latin capital letter c],27-12-2018,08:03:19,FALSE,FALSE,598,FALSE,FALSE,,
1078202118257940000,0,FALSE,getting a free ssd is always a great deal :p be quick though  the promo only lasts until tomorrow! nvidia geforce,27-12-2018,08:13:11,FALSE,FALSE,874,FALSE,FALSE,,
1078202177137530000,1,FALSE,getting a free ssd is always a great deal :p be quick though  the promo only lasts until tomorrow! nvidia geforce,27-12-2018,08:13:25,FALSE,FALSE,1153,FALSE,FALSE,,
1078202324642710000,1,FALSE,rt : getting a free ssd is always a great deal :p be quick though  the promo only lasts until tomorrow! nvidia geforce gtx,27-12-2018,08:14:00,None,FALSE,244,FALSE,FALSE,,
1078217278527800000,1,FALSE,today avaialable for [regional indicator symbol letter g][regional indicator symbol letter b]  trials[regional indicator symbol letter g][regional indicator symbol letter b] iptv you can trust all sports[?][?][?][?] all movies[movie camera][movie camera] all kids[octopus][octopus][frog face][frog face] al,27-12-2018,09:13:26,FALSE,FALSE,13,FALSE,FALSE,,
1078219390695490000,1,FALSE,rt : today avaialable for [regional indicator symbol letter g][regional indicator symbol letter b]  trials[regional indicator symbol letter g][regional indicator symbol letter b] iptv you can trust all sports[?][?][?][?] all movies[movie camera][movie camera] all kids[octopus][octopus][frog face][frog face] all mu,27-12-2018,09:21:49,None,FALSE,147,FALSE,FALSE,,
1078227272895770000,0,FALSE,selling fortnite counterattack bundle price : $ dm me for more info fortnite nvidia counterattack cheap,27-12-2018,09:53:09,FALSE,FALSE,3,FALSE,FALSE,,
1078229001015960000,0,FALSE,nvidia rtx graphics card could have up to six variants,27-12-2018,10:00:01,FALSE,TRUE,34886,FALSE,FALSE,,
1078231464792210000,0,FALSE,nvidia shield tv k hdr (q ) tech specifications - television computer nvidia,27-12-2018,10:09:48,FALSE,FALSE,35722,FALSE,FALSE,,
1078241038240630000,0,FALSE,an industry analyst' claimed in a interview next gen consoles will do k hz wrong on many levels mate i have',27-12-2018,10:47:50,None,FALSE,657,FALSE,FALSE,,
1078241179177760000,0,FALSE,goodmorning gamers!! hope your christmas brought some great gifts!! playstation ps psn pc asus rog nvidia,27-12-2018,10:48:24,None,FALSE,132,FALSE,FALSE,,
1078242154768740000,0,FALSE,gears of war  - acto iii - walkthrough  via gears of war  streaming: now,27-12-2018,10:52:17,FALSE,FALSE,9,FALSE,FALSE,,
1078243596099290000,0,FALSE,gaming | dfx | screenshots | quake  arena on voodoo sli windows xp -&gt; dfx gaming,27-12-2018,10:58:00,FALSE,FALSE,34,FALSE,FALSE,,
